Run,Kendall Tau,NDKL,Average Exposure
0,0.6506122448979592,0.11450062437876692,0.9871179326315014
1,0.6440816326530612,0.1153186249712896,0.988492859237825
2,0.5673469387755102,0.11416581824249336,0.9865792132658938
3,0.6326530612244898,0.11450062437876692,0.9871179326315014
4,0.48244897959183675,0.11450062437876692,0.9871179326315014
5,0.5330612244897959,0.11180486667072859,0.9788185128536938
6,0.6,0.11310044139639848,0.9833143305126509
7,0.52,0.11450062437876692,0.9871179326315014
8,0.8040816326530612,0.11450062437876692,0.9871179326315014
9,0.6065306122448979,0.11290443786814584,0.9840182570189859
