Run,Kendall Tau,NDKL,Average Exposure
0,0.6440816326530612,0.11551333313388215,0.9890861297033822
1,0.5951020408163266,0.07604719842300896,1.0457272689414219
2,0.4579591836734694,0.11265936965269459,1.141703614165454
3,0.7387755102040816,0.09522644626674795,0.9332415368308533
4,0.8073469387755102,0.08896393874554173,1.06575799296148
5,0.7518367346938776,0.06334447389334528,0.9443270078360483
6,0.5281632653061225,0.10598232781549478,1.1281738319784484
7,0.7077551020408164,0.07967572569592683,1.0516678857982606
8,0.7910204081632654,0.07148479031597149,0.995796631931061
9,0.6946938775510204,0.05729068386999992,0.9185972622876989
