Run,Kendall Tau,NDKL,Average Exposure
0,0.8497959183673469,0.05339791384950166,1.0624471581550732
1,0.8987755102040816,0.049140707375450794,0.9957388869806911
2,0.30122448979591837,0.42776422727353985,1.6610342605559358
3,0.4253061224489796,0.4091610921052297,1.6475572703463943
4,0.8236734693877551,0.05727869352456925,1.0895505359330644
5,0.990204081632653,0.16905461035770677,0.8844980492817109
6,0.3436734693877551,0.39041665972419776,1.6347625177820428
7,0.916734693877551,0.050549998113799136,1.0462416574448075
8,0.4057142857142857,0.44621019945063545,1.6752550038652796
9,0.9738775510204082,0.1418375710684452,0.847050591250632
