Run,Kendall Tau,NDKL,Average Exposure
0,0.8775510204081632,0.3260069631473876,0.6567040172072929
1,0.9591836734693877,0.29414245964229935,0.6632824421393668
2,0.603265306122449,0.21192031532820016,0.7867696113012453
3,0.6571428571428571,0.3227719421172669,0.656923662128291
4,1.0,0.22084378677978664,0.6981322846075013
5,0.5983673469387755,0.23254129429201756,0.7274644544793767
6,0.6555102040816326,0.11789946330181234,0.817217255000084
7,0.8873469387755102,0.24410026563283527,0.6900347538077005
8,0.9983673469387755,0.24754773170524905,0.6933602452514173
9,0.5493877551020409,0.1767957172687707,0.7431292821233639
