Run,Kendall Tau,NDKL,Average Exposure
0,0.8840816326530613,0.0913655117097041,0.8895042472158404
1,0.8024489795918367,0.05825019739124994,0.9139036848133031
2,0.529795918367347,0.10850582584076636,0.9747874575894463
3,0.6097959183673469,0.11542843224048077,0.9882358101875622
4,0.38285714285714284,0.19982332124504354,1.378640094771014
5,0.4514285714285714,0.11092443723651421,0.9804321878075348
6,0.8857142857142857,0.09326216249902188,0.8636735514409916
7,0.830204081632653,0.058575420065879076,0.9408874247502328
8,0.4742857142857143,0.4565847646730711,1.668152332975742
9,0.6995918367346938,0.05727869352456925,0.9180641654106346
