Run,Kendall Tau,NDKL,Average Exposure
0,0.47591836734693876,0.1649464237227174,1.1503378279634848
1,0.5134693877551021,0.13212141575394745,1.0367685749683961
2,0.5183673469387755,0.11450062437876692,0.9871179326315014
3,0.6538775510204081,0.11357102155267622,0.9990955483222776
4,0.4775510204081633,0.24113576090198396,1.1573265125290049
5,0.5542857142857143,0.09780313763406658,0.9477012626583388
6,0.8644897959183674,0.09374669160304848,0.8662100649271227
7,0.6244897959183674,0.11450062437876692,0.9871179326315014
8,0.8726530612244898,0.12406455791563917,0.9773973214922292
9,0.846530612244898,0.14660998847935,0.7672907574841978
