Position,NDCG_1,NDCG_2,NDCG_3,NDCG_4,NDCG_5,NDCG_6,NDCG_7,NDCG_8
0.7124562281140572,1.0,1.0,1.0,1.0,1.0,0.6458893844459291,0.8319407904247016,1.0
0.8236933434709428,0.9392109814699786,0.9452420562267848,0.9855335242160472,0.9370928163046652,0.9497600930739564,0.640880925537871,0.8214555348005903,0.8418396858095849
0.7884450498911919,0.9073852371396384,0.8872209303705154,0.8897706250408364,0.8871491930063033,0.9262724567373634,0.6335697554346379,0.814364421791595,0.7608885709926104
0.8138140298734234,0.8710536686421332,0.8445363469353564,0.8370461375533091,0.8586043636769564,0.912830474274201,0.6289196872916984,0.7962774249282564,0.7442480505701901
0.7948991729715361,0.845094360647477,0.8158367711540748,0.7993649803649596,0.8528223794587414,0.8900412671490587,0.6237165896782897,0.783029691795263,0.7116918613536671
0.8026834598235056,0.8251635277699592,0.8157290210619534,0.7690742756798086,0.8363858395117729,0.8840685712591045,0.6132180446500264,0.7724336585683097,0.7059790162487215
0.7862652449879858,0.8044946184810772,0.7962209165545399,0.7455792276895079,0.8218812887232168,0.8614151658595307,0.6050737708687932,0.7641444609481696,0.6993019677497007
0.7842183870168246,0.7864119612213691,0.793351478596859,0.7264176209917277,0.8185419436690275,0.8580245515799234,0.5983082289395474,0.7572617401968451,0.6807004740036087
0.7699072743860427,0.7710539980594237,0.7798205562560973,0.7101280136070139,0.8082036440761691,0.841867288695465,0.5924696323293607,0.7503057787098636,0.6646651405133607
0.7690518477007291,0.7564014138591081,0.77678770753151,0.7158249110985175,0.7990902321168516,0.8395343333600614,0.5875912527518934,0.7442739957219668,0.6615343906236449
0.7580679153507162,0.7439000672820896,0.7666034116957603,0.7017917730725679,0.7958511800822619,0.8270692403588188,0.5819258192341527,0.7385035243968098,0.6491315708577399
0.7574960189970817,0.7330904086112465,0.7645608599101315,0.689587030114297,0.7848617246296608,0.824899024842358,0.5755860794932199,0.7332114534686781,0.6472466781374407
0.74827683696358,0.723543135263841,0.7555444098709707,0.6788657201181029,0.7745785468862701,0.8144112954167883,0.5696478356869633,0.7285259098738927,0.6373052075800524
