Run,Kendall Tau,NDKL,Average Exposure
0,0.6375510204081632,0.15757527723895812,0.870773640682098
1,0.8008163265306123,0.3135474465183643,0.6459304149509867
2,0.7975510204081633,0.3240145259295557,0.644974784652906
3,0.746938775510204,0.16958591128768372,0.7980603919441737
4,0.9657142857142857,0.09618168942284944,0.8523719275493009
5,0.44,0.10885506429521571,0.9747358872566542
6,0.7224489795918367,0.34279369100130375,0.6373046866878315
7,0.7812244897959184,0.2764678966364837,0.6679412435125816
8,0.7616326530612245,0.11630592203754624,0.8544752832913709
9,0.916734693877551,0.22838619959310497,0.6990596819514696
