Run,Kendall Tau,NDKL,Average Exposure
0,0.8873469387755102,0.19961254574422965,0.7553340076137653
1,0.5216326530612245,0.1228958100753284,0.8717148978526245
2,0.5526530612244898,0.2189387653246815,0.7890204709170199
3,0.7355102040816327,0.17045704215568677,0.8004439166867533
4,1.0,0.17701815404678106,0.7696871210348054
5,0.7763265306122449,0.09539808620446127,0.8227255679063359
6,0.6636734693877551,0.37159589910710694,0.6292117001462351
7,1.0,0.20586183250355708,0.7258494045629491
8,1.0,0.15700168420260957,0.7733624006956661
9,0.7795918367346939,0.15154700640980323,0.7682638131069354
