Run,Kendall Tau,NDKL,Average Exposure
0,0.9412244897959183,0.25596070794623366,0.7033512460970311
1,0.9542857142857143,0.18732421297510257,0.7418345259534426
2,0.8775510204081632,0.22134862871385486,0.7043415824917127
3,0.773061224489796,0.2712377404074394,0.6687582428256093
4,0.9151020408163265,0.33543381067070077,0.6450471328061507
5,0.8530612244897959,0.29690219779779303,0.6545445921604721
6,0.8922448979591837,0.20220668251069238,0.7510054468093531
7,0.8808163265306123,0.22998805395184974,0.7132797599473342
8,0.8220408163265306,0.1247703292990727,0.7959254422503366
9,0.9151020408163265,0.15733948467719563,0.774840368797924
