Position,NDCG_1,NDCG_2,NDCG_3,NDCG_4,NDCG_5,NDCG_6,NDCG_7
0.8035741304238186,0.6979641693811075,0.5774055019346059,1.0,0.8496590868525329,0.6458893844459291,0.7386158906464356,0.8319407904247016
0.8795620294828503,0.6729636492002172,0.5769284947740208,0.9370928163046652,0.8069040698533488,0.7828780701445729,0.8397330671163624,0.8969549674305239
0.8353859883020724,0.6618967420160264,0.5705755906862796,0.9083361788279568,0.7669978410515063,0.7476973318046337,0.8096078476561615,0.8753404187927205
0.8366430238112347,0.6519639096713911,0.561794504300714,0.8773845604277175,0.7439095753100876,0.7514064353567497,0.8230075731390589,0.8858072571805737
0.8151985671388663,0.6454237766418318,0.5553464101718282,0.8563896254363101,0.7281809893313398,0.7328166846713129,0.8044791608434508,0.8733987928544507
0.8176785052876202,0.6406048292046287,0.5499672999989725,0.8481591010473944,0.7155561406303169,0.7346401514807611,0.8079233794762027,0.8722738427811318
0.8032484250622224,0.6351175447292551,0.5450403493635847,0.8346146060040937,0.7050506825342158,0.7228453567724266,0.7955849340075357,0.8571108901526225
0.8043381986621754,0.6301671419204813,0.5393089308801856,0.8273115950199282,0.6954667219029766,0.7230962069308602,0.7982205052501555,0.854947889084291
0.7898505940661762,0.6255492769761605,0.5345314902875187,0.8167528255529587,0.6871703941863739,0.7136267695234363,0.7865160132028015,0.8436524300829938
0.7893268475969633,0.6211012869664384,0.5304883522188296,0.8075708595866595,0.6791801422469546,0.7126395460559344,0.7859113572244696,0.8409677466682719
0.7770963141404562,0.6170131430727951,0.5267167698020131,0.7993218432449463,0.6720371405753625,0.7018623262105962,0.7760129721129359,0.8319304397686162
0.7763300022523375,0.6126569252257436,0.5230417657696872,0.7940509091452014,0.6642010841949735,0.7012923815864753,0.775898461573762,0.8299504501859186
0.7661791750025245,0.6079704830721525,0.5193123909996107,0.789147982037488,0.6569200965977866,0.6926135165948701,0.766799430973279,0.8226926754791613
