Position,NDCG_1,NDCG_2,NDCG_3,NDCG_4,NDCG_5,NDCG_6,NDCG_7
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.9765320908334292,0.9392109814699786,0.9452420562267848,0.9855335242160472,0.9497600930739564,0.9109304608972816,0.9571783400266156,0.9276959167727665
0.9258691231034658,0.9155112073799327,0.9146439282364708,0.9267588234491312,0.9262724567373634,0.8593546272115277,0.9288466026330308,0.8775641194012771
0.8913146073055698,0.8966915024139109,0.8839616463152998,0.8909376947513952,0.912830474274201,0.8234652418658317,0.9033190166015234,0.8478317133599211
0.8881397441643138,0.8862231961568957,0.8635132172770384,0.8789632515931565,0.902570220932856,0.8137912843678957,0.88633267732975,0.8382024638851313
0.8692029665053633,0.8729038714209073,0.8523837034836635,0.8610831637517878,0.893553996192288,0.7950685117739666,0.8801112733464316,0.8208948900129163
0.851268852748424,0.861388204520609,0.840733006849905,0.8432664193217905,0.8854583009277239,0.7802136627850279,0.8682613276490041,0.8063281028754874
0.8437037488995943,0.855023000002125,0.8293408333429851,0.8230089310084652,0.8775356931420142,0.7758868354370768,0.8585467622068302,0.8027086469240793
0.8313885490866558,0.8460310802152905,0.8161455440860337,0.8088817049300377,0.8684745523280577,0.7654609760325368,0.8500609621556325,0.7907082625370045
0.818562153372019,0.8361863274416795,0.8068538663946491,0.7941550064461679,0.8603278809101735,0.7564855357835554,0.8434775936266038,0.7800901196390644
0.8144396509336449,0.8274979560110871,0.7973402525574192,0.7815464702428748,0.8533180778104356,0.7531089496052595,0.8369590205629591,0.7705673375323041
0.8043074816551585,0.8219589966203099,0.7886377748616538,0.7701962588011758,0.8489395383122664,0.7455683649446206,0.8309477309118508,0.7694490335528114
0.7939186020473112,0.8146633028537558,0.7817968936868098,0.760511654492876,0.8429312140676486,0.7389059086990591,0.8250818713177098,0.7618060727340823
0.7907701705312116,0.8081078219662295,0.7746811067061464,0.750902609792347,0.8366987358783998,0.7328394669390645,0.8199013134113613,0.7542602405494845
0.7818638351151707,0.8027753498838988,0.7673507316291233,0.7416554826563919,0.8308056413257798,0.726726401868605,0.8140105639699299,0.7525891750824906
0.7737419003425346,0.7970622925954353,0.7620595484797716,0.7314210429062514,0.8278408133002156,0.7212186406716494,0.8083711406453752,0.7463040615789516
0.7718266550851438,0.7917042315269677,0.7560152219552922,0.723368826526825,0.8228219714319386,0.7158955544175858,0.8017361686514449,0.7404411205246949
0.7645901184719117,0.7856054259013617,0.7504602219139618,0.7158314331219643,0.8161690520151155,0.7091143923291012,0.7950488995061371,0.7393875776643815
0.7578810136082618,0.7794622139639286,0.7461228461999369,0.7086859306737491,0.8098349973490765,0.70283855654399,0.7889023462593006,0.7340046007959113
0.7554295563130514,0.7737882115030483,0.7414206570758178,0.6989681024431177,0.8073006120278742,0.6969351427813351,0.7824821626085496,0.7284591471940232
0.7490437516549481,0.7684107787052744,0.7364599813239289,0.6927088090521211,0.8016433950497756,0.6913435021187841,0.7762300368945275,0.7231836362111366
0.7430757020198004,0.7627839887663672,0.7329206311487858,0.6868513390172336,0.7960149386410392,0.6861590584844279,0.7703956206801869,0.7212790538753029
0.7381775707127954,0.75730771267146,0.7283952199197543,0.6809322854908487,0.7904908917100901,0.6809665401089356,0.7646230754304989,0.7157987383036493
0.732557457029815,0.7514187601393746,0.7239494311122538,0.6753833066091273,0.7870040750439745,0.6757640062835134,0.759164673580447,0.710611997973957
0.7265608963764916,0.7458946660941107,0.7208416960625706,0.6700940612018843,0.7821351451567289,0.6707520158706205,0.7538431149342966,0.7085381628539357
0.7208953707446776,0.740708647089996,0.7168495790167032,0.6622867144869661,0.7771637773041689,0.6656157646936484,0.7488313595207342,0.7034899233978495
0.7154960688413223,0.7357872461855848,0.7129274041354623,0.6576696874646466,0.7723235331980449,0.6606729825679929,0.7438224778006243,0.6984622874817381
0.7103887232984564,0.7306501269511019,0.7101760604050169,0.6532997383443306,0.767232250144922,0.6558261216531123,0.7390740444082547,0.6964299911220556
0.705438303664094,0.7256032528290353,0.7065423813665542,0.6491527756241728,0.762554520371194,0.651121285258833,0.7344908807353345,0.691873715764927
0.7005241021935895,0.7203069728725253,0.7027733444564992,0.6416646975160356,0.7579968210919399,0.6466657096850856,0.7295745453923275,0.6869970437958308
0.6957599067694114,0.7151591259123866,0.6991873096418448,0.6378965026175765,0.753605321801953,0.6422946373065895,0.7248314857335288,0.6822796257702894
0.6898124868677524,0.7099825805062422,0.6957731376959982,0.6341548297754146,0.7493664370981916,0.6378133881423236,0.7202324431644134,0.6800223838881942
0.6840804732400619,0.7050443492105755,0.6921734334646557,0.6305152951076652,0.7448333114858806,0.6328470389983731,0.7158458746639895,0.6754701482364044
0.6785048601340437,0.700216232952413,0.6882888662401144,0.6269379199839786,0.7403451444331964,0.6281064920013618,0.711031242280045,0.6710370182694966
0.6722574396014273,0.6954241881553962,0.6842349009324934,0.6235071182845388,0.7360076041095677,0.6234090672860945,0.7063201005734747,0.6685825326305876
0.6662634963203571,0.6907309217425985,0.6801941354628888,0.6201988896820524,0.731104415557319,0.6186692634177426,0.7009500546036811,0.6644696351294479
0.6603941689854336,0.6856476523514056,0.6762553342193998,0.6169349572188217,0.7262037023535728,0.6138678121522252,0.6955013226986748,0.660488773328347
0.654760309631483,0.6806219705625427,0.6722369106110682,0.6136907771729725,0.7215073317862379,0.6091842255222198,0.6887287315444779,0.657869935218049
0.6488198511767741,0.6756411621319627,0.6679734927329904,0.6104033441965396,0.7168928449060482,0.604025604618525,0.6819996846325349,0.6544578623305871
0.6422005269603632,0.670472389696974,0.6630613682912607,0.6067296324087575,0.7123028362479756,0.5989755770946653,0.6747859040589221,0.6504688673736252
0.6358343136716162,0.6654350700897945,0.6582278569410644,0.6028357405121636,0.7076163941182193,0.593902146480662,0.6677719597018297,0.6465268304179493
0.6295071707034368,0.6599316960209914,0.652743333014507,0.5990616456981823,0.7024660408631969,0.5889357107936405,0.660917522136535,0.641259033743058
0.6232988837656934,0.6541601989862331,0.6470880508312218,0.5949492869411697,0.6968722807599804,0.5841322170883103,0.6533561266250908,0.6360850107484265
0.6173045132300369,0.6483067018389336,0.6412897185775489,0.5886476742269798,0.6904518824078067,0.57931189507937,0.6458781154416131,0.6307583653737986
0.611126794790574,0.6418884248241586,0.635674222581862,0.5822011678421088,0.6818180129345011,0.5743165139742163,0.6380388637728408,0.6253816365901946
0.6048098947149063,0.6347344976672241,0.6301152732164753,0.5754083986443017,0.6733947219010307,0.5690128788734586,0.6304462820622202,0.6197110450087702
0.5979468254259038,0.6275619718767533,0.6243907759550623,0.5685455424971493,0.6651951180372452,0.5633100572371449,0.6229941241641878,0.6140876006043322
0.5903026070384917,0.6201980717600338,0.6176528235404862,0.5616797828959293,0.6570192781501432,0.5577010250393082,0.6156186062707375,0.6068278087282789
0.5822829480872221,0.6125642442018571,0.6111021684900919,0.5547838152946094,0.6490805002510341,0.5508133594371434,0.6078191790038852,0.5992540963068016
0.5743240689174267,0.604191468012283,0.6027493765435139,0.5472008054094796,0.6402086050840223,0.5432846193507813,0.5995112602872759,0.5910632486095126
