Run,Kendall Tau,NDKL,Average Exposure
0,0.6604081632653062,0.11557564799660805,0.9883973851607276
1,0.4840816326530612,0.12057914980810558,1.1512429180312833
2,0.47591836734693876,0.11170145387871139,1.137627924299316
3,0.7093877551020408,0.10572061109242732,0.9662054166681863
4,0.6506122448979592,0.1287390655920367,1.149355222570082
5,0.4922448979591837,0.07665645927549285,1.0374584001081122
6,0.4220408163265306,0.18548817909013218,1.236386990585721
7,0.5836734693877551,0.10910252789705512,1.134023961567879
8,0.5330612244897959,0.16875234437909167,1.211465487901346
9,0.39918367346938777,0.107514506560749,1.1317528221688777
