Run,Kendall Tau,NDKL,Average Exposure
0,0.3240816326530612,0.4797866174115926,1.704832614100641
1,0.9787755102040816,0.15314863155472785,0.9474539070709654
2,0.1836734693877551,0.44589722679958854,1.685571235129327
3,0.32571428571428573,0.4746200882300451,1.7000417865086113
4,0.39591836734693875,0.4825566388577989,1.7062151958700034
5,0.9722448979591837,0.1374945630050872,0.8627230108928388
6,0.3224489795918367,0.39504531847505686,1.6477949916757233
7,0.9771428571428571,0.1020465278995229,0.9068618859948545
8,0.3763265306122449,0.4116894223806548,1.6283123932741626
9,0.8122448979591836,0.1425826754683568,0.8118278002647958
