Run,Kendall Tau,NDKL,Average Exposure
0,0.22775510204081634,0.19237618042954885,1.2391146363566674
1,0.5624489795918367,0.1476843615537193,1.1220818103673034
2,0.8514285714285714,0.2400002143291999,0.7113965664453896
3,0.2620408163265306,0.2356868220488208,1.4446782111196872
4,0.9036734693877551,0.3559271667271538,0.6402616552485506
5,0.7942857142857143,0.3240345023171228,0.6702457219706296
6,0.18040816326530612,0.12691263771195588,1.1444536718230767
7,0.46448979591836737,0.3182919833203743,0.6608661058107309
8,0.6473469387755102,0.29173957876384204,1.4722955431102063
9,0.46775510204081633,0.22075819898107146,1.2550501788366872
