Run,Kendall Tau,NDKL,Average Exposure
0,0.8481632653061224,0.10478726480969515,0.8381204934465929
1,0.8514285714285714,0.15959019487577514,0.7552242990622321
2,0.9216326530612244,0.16937789818165547,0.7461237407038057
3,0.9722448979591837,0.11476471215700278,0.8232439437821835
4,0.6604081632653062,0.09677586778778584,0.8541017961617207
5,0.9836734693877551,0.1832431117399882,0.7306780718879019
6,0.9755102040816327,0.1933042783208869,0.7281282723893576
7,0.84,0.10578766314497107,0.9158759841286218
8,0.8595918367346939,0.1097257183781818,0.826859163495105
9,0.8383673469387755,0.11402785598785348,0.9055947970585333
