Run,Kendall Tau,NDKL,Average Exposure
0,0.8579591836734693,0.15875646956163833,0.8007063437818099
1,0.5722448979591837,0.13117835478918724,0.8429845695347353
2,0.20489795918367346,0.19998722716646825,1.0291128466990809
3,0.7355102040816327,0.17045704215568677,0.8004439166867533
4,0.7877551020408163,0.1316978139304728,0.8449112128389529
5,0.9918367346938776,0.18866580204918415,0.7221056280284163
6,0.49714285714285716,0.3124187697855514,0.6591584684848583
7,1.0,0.20586183250355708,0.7258494045629491
8,1.0,0.15700168420260957,0.7733624006956661
9,0.7910204081632654,0.15136308732859016,0.7665299945370084
