Run,Kendall Tau,NDKL,Average Exposure
0,0.6424489795918368,0.11654852636352112,0.9906954566392437
1,0.6391836734693878,0.11654852636352112,0.9906954566392437
2,0.5493877551020409,0.11924729383275545,0.9987465925465205
3,0.6326530612244898,0.11450062437876692,0.9871179326315014
4,0.5085714285714286,0.11450062437876692,0.9871179326315014
5,0.773061224489796,0.05727869352456925,0.9178096536326554
6,0.603265306122449,0.11654852636352112,0.9906954566392437
7,0.52,0.11450062437876692,0.9871179326315014
8,0.846530612244898,0.13761417654835897,0.9218192730715415
9,0.6636734693877551,0.11450062437876692,0.9871179326315014
