Position,NDCG_1,NDCG_2,NDCG_3,NDCG_4,NDCG_5,NDCG_6
1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.9240121009409684,0.8890053682886735,0.8933215126356028,0.941840195706698,0.8630113143013561,0.8988828235300732,0.9349858229941777
0.904971249368853,0.9062746692050612,0.8801971420597369,0.9250145657134852,0.8411305524690839,0.8966361026412556,0.9355982186965615
0.8937461512909907,0.8509827063563454,0.8528211439280674,0.9117840693690652,0.8061284427576537,0.8654833330625402,0.9233861060849133
0.8836642900563593,0.844250560547484,0.8477979475052764,0.9016611096644078,0.7987291613305222,0.8616717104413864,0.9111338679212941
0.8629284224157837,0.8153546483453986,0.8319029868305378,0.8927428772588345,0.7783562118035473,0.8422824543096422,0.8996761966072788
0.8554783442605701,0.8079961501472599,0.8271502841892505,0.8847215011269322,0.7735580480344156,0.8410301130418206,0.8906765643188739
0.848071538457563,0.7873977613416682,0.815255544026001,0.8768576859413395,0.7601807910196748,0.8276431018770963,0.8830115186082378
0.8409358452397248,0.7821831891874518,0.8101495514802841,0.8693536947474155,0.7557888867689653,0.8240606562251099,0.8765177451372576
0.8310772735706324,0.7653977145091244,0.8013876910151821,0.8621935340969729,0.7451944082323666,0.8118924680332583,0.8693813568929676
0.8251115588405172,0.7596848685021644,0.7955225981460078,0.8556735849085696,0.7420667258872603,0.8096923053373526,0.8631822198037322
0.819699229812103,0.7465763223022498,0.7885943865198095,0.8495580540856456,0.7306183471732448,0.7993497657311733,0.8559502465427244
0.8125143639599375,0.7405326722466856,0.7839590688929463,0.8441426649307242,0.7261786340821882,0.7969677600580882,0.8491698710203122
0.8066105690193108,0.72980918127056,0.7750547661136019,0.8390028985227975,0.7169715047579397,0.7875439548667823,0.842725207439458
0.8003653356810323,0.7238202272930254,0.770485265357057,0.8342014299544114,0.7131995634756222,0.7857968629960946,0.8369270611220472
0.7951799396072109,0.7146998940590786,0.7626602845015586,0.8290766548269488,0.7054700780680038,0.7770103632881078,0.831662253432682
0.7898930139243672,0.709334697020706,0.7584823315391727,0.8241433156490592,0.7024057736025883,0.775857982951195,0.8265093252836552
0.7830856656412283,0.7010194731354864,0.7518232262571265,0.8195251174214202,0.6957305868670635,0.7682759846844874,0.821437777053058
0.7775875881981599,0.696489720536026,0.7474800822381636,0.8141840115078245,0.692852985955119,0.7670025423353704,0.8167008357390945
0.7711293664731161,0.6892693376885161,0.7416415860365015,0.8084486641561299,0.6871270914229646,0.7601713003843986,0.8122118957296797
0.7659928050616486,0.6844795122088995,0.7367341015452274,0.8029301137551811,0.6841140018331587,0.7590446869962287,0.8080039834018541
0.7612089520696343,0.6782196564114311,0.731673429732264,0.7976468697416734,0.6787580517145839,0.753020258528733,0.8036021747757134
0.7557772679371206,0.6730144545984087,0.7271175089825724,0.7923641536419472,0.6759722781962835,0.7518450015255377,0.7994090775579525
0.749929932089396,0.6675426164080148,0.722411767460599,0.7871577450396089,0.6709055510530433,0.7461646071308989,0.7953322317965313
0.7444447892767652,0.6627988937566136,0.7182870762967591,0.7822847947849684,0.6660206692205686,0.7427087677533695,0.7914442644525801
0.7392953227439344,0.6579630199128758,0.7121202634290009,0.7773096541541464,0.6610036988062732,0.7376447745188213,0.7877399743141237
0.7344083065176528,0.6535794540352895,0.7084823729555373,0.772465861019417,0.6561731233382698,0.73380800521974,0.784115752697184
0.7293036053288656,0.6491527262978242,0.7027780274132529,0.7675080267116415,0.6513021534984267,0.7291947527702745,0.7806729907320349
0.7242873587343615,0.644702604355078,0.6989091749326178,0.7626916734108293,0.6468258957551589,0.725770924677553,0.7774062415269734
0.71902007071929,0.6405772505085021,0.6927079956936277,0.7581309523588434,0.6424649567341933,0.7210467084848607,0.7742148961592015
0.713899717024391,0.6364612193060305,0.6883851584084175,0.7537365875001817,0.6381836288749642,0.7164858367891712,0.7710202107842342
0.7087492876980469,0.6325324106429728,0.682718172892669,0.7494949807690606,0.6337876287710182,0.7120598560714478,0.7679082147520616
0.7038359035264525,0.6286510142962777,0.6787465131776754,0.7449592653901366,0.6289023865158125,0.7078379405100027,0.7648053055332752
0.6990314622057031,0.6250601829741697,0.6733410146501403,0.7404686307455371,0.6240601207737816,0.7031801934063768,0.7614981770355459
0.6942620069785501,0.6214017091344416,0.6696384201427735,0.7361287359557067,0.6196140527699763,0.698618744640427,0.7583189594108629
0.6895903229116894,0.6174420758173068,0.6646144760629681,0.7312232979182147,0.6149447244159026,0.6933917171011862,0.7551223083362669
0.6845276991913221,0.6139209646941749,0.661019827730658,0.72632043285702,0.6102106900231059,0.686486360395047,0.7519505724380614
0.6795217902729432,0.6096137456463145,0.6562544888258586,0.7216220014024906,0.6044698368810456,0.6814271347911055,0.7487763837209327
0.6745599399012925,0.6058657443855822,0.6524718038538705,0.7170055385613036,0.6000604914031169,0.6748239073496958,0.7450958181519974
0.6694093634938576,0.6017349505057707,0.6474032499870143,0.7124136333672573,0.5947344176575943,0.6677308888520513,0.7413921744806116
0.6643895260390223,0.5978931316557669,0.64322536057736,0.7077253691073286,0.5900487740844594,0.6608329687757115,0.7371258757104384
0.6589029642859645,0.5932522713593441,0.6379052608446628,0.7025732635378783,0.5854482987605105,0.6540901099682094,0.7329351785119753
0.6531476500917707,0.5892312990887243,0.6335976630874672,0.6969778167291873,0.5805028197605779,0.6466361155593329,0.7281991847698798
0.6473097433783019,0.5817204961609229,0.6277254759475716,0.6905557934169216,0.5760372555569775,0.6392615738363776,0.7233810471735447
0.6396509913788518,0.5757489927835733,0.6227921449954292,0.6819203571734996,0.5710912494640514,0.6315220863768959,0.718277078807508
0.6334907132793256,0.5684991229934973,0.6163460414664325,0.6734955542818619,0.5658352588867082,0.624025772352925,0.7132764004097603
0.6266003047634664,0.5626003573205427,0.6117507526948417,0.6652944904440996,0.560078573800993,0.6166665784116749,0.7082332183165896
0.6192500584137711,0.5546125472971776,0.6030651044712076,0.6571172396657721,0.5546133555416973,0.6093808991269769,0.7020357915326895
0.6116294347546416,0.5485922752978126,0.598469187839505,0.6491770973618602,0.5477686948998511,0.6016683504423057,0.695973299914503
0.6032694359192071,0.5420037067236229,0.5928099013572325,0.640303881866414,0.54028157052153,0.5934445037416751,0.6864604549692417
