Position,NDCG_1,NDCG_2,NDCG_3
1.0,1.0,1.0,1.0
0.9073927146796884,0.9370928163046652,0.941840195706698,0.8805094866370403
0.9148879453649932,0.9083361788279568,0.9250145657134852,0.8545229647940598
0.8821796679256217,0.8805540676832648,0.9117840693690652,0.8369049976843816
0.8802033552137826,0.86736506139057,0.9016611096644078,0.822352263170754
0.8621220342097874,0.8519377439458798,0.8927428772588345,0.808960236452932
0.8524408466919382,0.8396077664393108,0.8847215011269322,0.7940187971846341
0.8381599560193788,0.8284945201543956,0.8768576859413395,0.781736373009838
0.8317304052177804,0.8194020208636126,0.8693536947474155,0.7712083639088182
0.8214188170347031,0.8114289898928991,0.8621935340969729,0.7621314905562102
0.8158357362297389,0.8037160084136483,0.8556735849085696,0.7541638960564563
0.8059630677698728,0.7967494972245012,0.8495580540856456,0.746567332343782
0.8018972480523461,0.7904312389328614,0.8441426649307242,0.7398558827804192
0.793759548100573,0.7847078499392143,0.8390028985227975,0.7337461085645564
0.7889959178904308,0.7790520391239337,0.8342014299544114,0.7275943731393508
0.781122049273003,0.772837351676382,0.8290766548269488,0.7220518347244619
0.7735954924824706,0.7658805943069622,0.8241433156490592,0.7166972615066793
0.7663153681422025,0.7593268556639324,0.8195251174214202,0.7090445416077226
0.7599588294632524,0.753072931314668,0.8141840115078245,0.7028385374442214
0.7538003014609382,0.7472275854234387,0.8084486641561299,0.6970659232594634
0.7480356255152611,0.7417801090571432,0.8029301137551811,0.6916090338275955
0.7421446229326891,0.7366165888313454,0.7976468697416734,0.6864167484869986
0.7366185246808392,0.7317683726083958,0.7923641536419472,0.6815860329974514
0.7310408054242371,0.7272268330035214,0.7871577450396089,0.6763666535849743
0.725083923932999,0.7229195708672614,0.7822847947849684,0.6713388965056518
0.7194556338733261,0.7186626182931284,0.7773096541541464,0.6661878496320367
0.7140913592367483,0.7141380087392498,0.772465861019417,0.6612311492882991
0.709017037575354,0.7088772402185763,0.7675080267116415,0.6563711662081306
0.7040978178427219,0.7037982854081511,0.7626916734108293,0.651653932413872
0.6992131501216199,0.6988487732766764,0.7581309523588434,0.6471866214921291
0.6944769617630454,0.6940382136899359,0.7537365875001817,0.6428044203992692
0.6885561460043979,0.6893099158851881,0.7494949807690606,0.6383125999772837
0.6828494438494586,0.6848076990645418,0.7449592653901366,0.633336193223073
0.6772979481234426,0.6799476786365674,0.7404686307455371,0.6285860630931106
0.6710735393196848,0.6749427049214138,0.7361287359557067,0.6238794945795921
0.6651015817203177,0.670117342964472,0.7312232979182147,0.6191309546167408
0.6592532858871892,0.6652792889982384,0.72632043285702,0.6143211464037505
0.6536395689236021,0.6605799690890961,0.7216220014024906,0.6096295561180917
0.647718422820319,0.6559753114147178,0.7170055385613036,0.6044632613778815
0.6411176346829436,0.651517804401507,0.7124136333672573,0.5994058684723025
0.634769230256961,0.6467906106298197,0.7077253691073286,0.5943253614387394
0.6284592137968887,0.6420390400855083,0.7025732635378783,0.5893521204683843
0.6222674121282975,0.636853103948269,0.6969778167291873,0.5845420762784657
0.616288923384028,0.6316747893121069,0.6905557934169216,0.5797154435791291
0.6101265180074907,0.6266583375369684,0.6819203571734996,0.5747139777700031
0.6038243943045709,0.6214352894522708,0.6734955542818619,0.5694044712211627
0.5969755942903929,0.6160893099613128,0.6652944904440996,0.5636959796340604
0.5893451654601651,0.6099889628199744,0.6571172396657721,0.5580814681030698
0.5813388417240523,0.6040617596682899,0.6491770973618602,0.551188503702289
0.5733928669824091,0.5958051988809837,0.640303881866414,0.5436546359921706
