Run,Kendall Tau,NDKL,Average Exposure
0,0.8187755102040817,0.07276886953596265,0.8612425418096225
1,0.8693877551020408,0.38401534651737623,0.623039350418243
2,0.926530612244898,0.0907341309306861,0.8262014061641976
3,1.0,0.2737147539295197,0.6652911857106791
4,1.0,0.22084378677978664,0.6981322846075013
5,1.0,0.28848805351488793,0.668303868849849
6,0.7355102040816327,0.08617728432901049,0.834332691794467
7,0.990204081632653,0.16815210254888185,0.7386415869007423
8,1.0,0.24754773170524905,0.6933602452514173
9,1.0,0.25103539416651566,0.6908946749169322
