Run,Kendall Tau,NDKL,Average Exposure
0,0.6669387755102041,0.11145495931774387,0.9817924107528442
1,0.6212244897959184,0.11386732656786779,0.9861103676132564
2,0.5706122448979591,0.1135985429918298,0.9856972483962559
3,0.6473469387755102,0.11145495931774387,0.9817924107528442
4,0.5085714285714286,0.11450062437876692,0.9871179326315014
5,0.5314285714285715,0.11450062437876692,0.9871179326315014
6,0.6163265306122448,0.1135985429918298,0.9856972483962559
7,0.5183673469387755,0.11450062437876692,0.9871179326315014
8,0.7404081632653061,0.11987423568928418,0.992008395080445
9,0.6375510204081632,0.10649102367211383,0.9696779059542725
