Run,Kendall Tau,NDKL,Average Exposure
0,0.4857142857142857,0.10694982409435573,0.9713515973320929
1,0.6538775510204081,0.14072891870134516,0.8156910425825533
2,0.6163265306122448,0.09945332139583092,0.9161054559068281
3,0.6571428571428571,0.10194531171923484,0.8441190885629895
4,0.5640816326530612,0.10003979431810908,0.9156869836442496
5,0.5036734693877551,0.13587693346705584,0.8850083013848732
6,0.683265306122449,0.10608397952390532,0.8411633937628032
7,0.5575510204081633,0.09989093501879961,0.950382842219384
8,0.5151020408163265,0.10608952101317479,0.9674881713447231
9,0.763265306122449,0.11856419050003396,0.8108688835731513
