Run,Kendall Tau,NDKL,Average Exposure
0,0.8530612244897959,0.17538699325172102,0.7954219044471182
1,0.913469387755102,0.14997976636087662,0.7736166272697874
2,0.7126530612244898,0.17217674317845255,0.8097000822885368
3,0.7746938775510204,0.1786236220608774,0.8258051109042125
4,0.6653061224489796,0.20406839082493083,0.7804441992231999
5,0.8726530612244898,0.220249869365741,0.7217602502630114
6,0.8220408163265306,0.20312834321802928,0.7746294027990487
7,0.6604081632653062,0.17527404543180233,0.8146150337653081
8,0.8922448979591837,0.10217587937314397,0.9281624693883561
9,0.7061224489795919,0.09718304812203968,0.938892894330003
