Position,NDCG_1,NDCG_2,NDCG_3,NDCG_4
1.0,1.0,1.0,1.0,1.0
0.9765320908334292,0.9392109814699786,0.9452420562267848,0.9855335242160472,0.9370928163046652
0.950858978223587,0.9155112073799327,0.9146439282364708,0.9419232365524642,0.9083361788279569
0.9188734982467824,0.8989329014062785,0.8886878373186214,0.9071411413776164,0.8867647125658803
0.8975642278401439,0.8864213464680432,0.8681492568707123,0.8817606239686414,0.8679141118809587
0.8813663294855231,0.8751247122714388,0.8530546245264671,0.863579009724029,0.8524276127481182
0.8670296459804461,0.8648196135689619,0.8413424544540682,0.8455335822979089,0.840052750794893
0.8555417766591547,0.855435957906202,0.8276780598766601,0.8278043129586907,0.8289039971886567
0.8459757201058122,0.8464148189687187,0.8150463901410796,0.8109355378028367,0.8197825250388167
0.8355481870582013,0.838570334309665,0.8040911304369819,0.7960781728527705,0.8117852860925637
0.8236462435434343,0.8300513492956039,0.7947373186404243,0.7833583969504847,0.8040516957456315
0.8113797526160361,0.822406300438705,0.7862766684671071,0.7721816535847325,0.7970673718432387
0.7995448865441821,0.8155734773665704,0.7782567927900771,0.7621504853701545,0.7907335237213103
0.7859650076266171,0.8090792369434576,0.7708834869134494,0.7524666864546857,0.7849963462017316
0.7736932621526309,0.8031876214379404,0.7638151205359499,0.7431528478445583,0.7793282303559951
0.7618264992834625,0.7974580455639362,0.7572802125798973,0.7341454914950277,0.7731024766865622
0.748353223246901,0.7920850287245784,0.7511813857655246,0.7257750032138647,0.7661357000646665
0.7358742081808843,0.7859726020597744,0.7444319992466468,0.7178937505911013,0.7595728363399735
0.7227513791013723,0.7798169196137648,0.7373350418231712,0.7103641179657179,0.7533105576788618
0.7094044058456033,0.7741314465783081,0.730777125227731,0.7033791162526176,0.7474575273570827
0.694987325711261,0.7687434186650334,0.7213327463145333,0.6966758836273422,0.742002953052607
0.6813985313441494,0.7631068051729994,0.7111370421573252,0.6902115465064876,0.7368328517779479
0.6687314568399565,0.7576213895976633,0.6910035453909944,0.6841714785363932,0.7319785127838896
0.6509414370141071,0.7517239073922508,0.6911928224586668,0.6784349850143321,0.7274312589332415
0.6525508081826229,0.7461918299793748,0.6896792245926433,0.6730475460786902,0.7231186485353438
0.6530781982671052,0.7409983192530305,0.688068732630374,0.667973662785911,0.7188566770653578
0.6534814088863362,0.7360698709329876,0.6859946629928871,0.6631810386088257,0.7143273462679517
0.6527764482746685,0.7309261073599677,0.6840227555761282,0.6585285833687764,0.7090621265353796
0.651165627625057,0.7258729558804196,0.6821279020848854,0.6539551433710178,0.7039789663630275
0.6495791079965776,0.7205707337929257,0.6798935960079111,0.6495388159208657,0.699025473446409
0.6478686914492183,0.715417251867513,0.6776116006988979,0.645231330617376,0.6942111388526704
0.6461927763375516,0.7102353537612989,0.675274372783273,0.6411206581219696,0.6894792551375859
0.6442257227534135,0.705292029848219,0.6728640044844496,0.6371767392449622,0.68497362664261
0.6423201051400184,0.700459061221703,0.6704652434670757,0.6333114220156607,0.6801103554892802
0.6402071231713173,0.6956623865111191,0.6678808269194494,0.6294956249627215,0.6751022800769083
0.6376656419749678,0.6909646966233786,0.6650807618849888,0.6256592788180477,0.6702739547212491
0.6351550799940854,0.6858771957363213,0.6619821296225566,0.6217227564567908,0.6654330659679807
0.6326408418849725,0.6808474613390261,0.6586927330829634,0.6176688969227061,0.660731031113058
0.6300517738246302,0.6758627673021786,0.6553834089642392,0.6134003676247077,0.6561237703719102
0.6263308990713741,0.6706902654453663,0.6521388568385426,0.6092726457609944,0.6516637649238735
0.6218003076755676,0.6656493627308142,0.6487923217249176,0.6051799508860264,0.6469341707371439
0.6173011971646899,0.6601425428430234,0.6442957316673407,0.6008779474725897,0.6421802917507818
0.6129592598332309,0.6543677290052655,0.639149443599891,0.5962908885950481,0.6369921336025937
0.607455296460957,0.6485110364734791,0.6338234173005601,0.589968618950683,0.631811678296842
0.6021423963242356,0.6420896785012399,0.6283453007618867,0.5835021953622729,0.6267931625096959
0.5963139138189314,0.6349327783678256,0.6230348808322508,0.5766902070164077,0.6215681227522069
0.5903368132859572,0.6277573816279574,0.6177692229218522,0.5698087912869941,0.6162202199390029
0.5838125200790686,0.6203907070800647,0.6123311900179118,0.562925096056665,0.6101180141354393
0.576510559168911,0.6127541965034171,0.6058893610048459,0.5560117837741533,0.6041890135612311
0.568630579348775,0.6043788239688511,0.5996215721316558,0.5484119895184951,0.5959307134161761
