Position,NDCG_1,NDCG_2,NDCG_3,NDCG_4
0.7124562281140572,0.8035741304238186,1.0,0.7130830392448657,0.7173683827806865
0.6973743227728139,0.8795620294828503,0.9452420562267848,0.8240776709561922,0.8267052173152163
0.7683822189082877,0.8353859883020724,0.9146439282364708,0.7769783732115372,0.7970536719503463
0.7517828651083561,0.8366430238112347,0.8886878373186214,0.8081872706354579,0.8038348636342487
0.7763908326414288,0.81687494289176,0.8636639236834418,0.7779075307846272,0.787335605272222
0.7599103288280034,0.8191741859154441,0.8494881314861655,0.7802535697462375,0.7902675200963921
0.7697331777907954,0.8057993046660564,0.829683349490499,0.7615545470536071,0.7794705559243199
0.7547497158374885,0.7950389071912946,0.8215784107185871,0.7446619445369738,0.7795153557239142
0.7551646222632725,0.796586106665671,0.807725822050555,0.7439814200480731,0.7714097504428511
0.7439668305587446,0.7879083913942043,0.7946893987921047,0.7306286043569684,0.7696081473621241
0.7446895503374722,0.7875445589276977,0.7906716166504533,0.7296493955046786,0.7591470011430322
0.7353943561131344,0.7805261328587865,0.7806662804409191,0.7184369636873174,0.7572947226280042
0.7359777808966781,0.77165196861036,0.7752435603086658,0.7158962055355564,0.7483635398456402
0.7282722577200794,0.7712415720340784,0.7672826259869541,0.7066252310046732,0.7461569705864612
0.7281282432161941,0.7629942295291204,0.7622441292297046,0.6980443199750265,0.738742284719035
0.7209333426683633,0.7623622755437777,0.7549708216592408,0.6936910733656138,0.7369528244921422
0.721013768328114,0.7550684366888845,0.7480969762224501,0.6862275475062664,0.7305277636893761
0.7147877859856059,0.7540980248767807,0.7443323188688958,0.6821677069757981,0.7282883334007194
0.7149764764577428,0.7468517782632537,0.7382382852948265,0.6751951144229041,0.7227551700213181
0.7090431310849219,0.7401713415876627,0.7351383226339248,0.6686633627477692,0.7204704690506192
0.7082106487609621,0.7396448140060455,0.7295973488959784,0.6655451632694219,0.7153337952661256
0.7021607351984142,0.7337544360930357,0.7268123491196398,0.6598444783630915,0.7126349111203937
0.700111557817892,0.7323199245013766,0.7218184800567595,0.6551595090311316,0.7060245141414528
0.6946419026446622,0.7270473670314987,0.7191246225768461,0.6501731922171579,0.7026699384176389
0.6919690965649272,0.7242782222788652,0.7143053602503039,0.6458838944285683,0.696678934617852
0.6869465437602547,0.718845029635038,0.7093336913041435,0.6414744602794369,0.6935042569869535
0.681969929704283,0.7130182982850389,0.707077880366085,0.6371879188850359,0.6879654601681652
0.6793391909991973,0.7104724441517402,0.7020660199496382,0.633440426329655,0.6850688376503596
0.6731891113150558,0.7048861063195061,0.6998618934390024,0.629437633106904,0.6789816326038264
0.6694137998281712,0.7026634704133684,0.69492242039713,0.62556147847512,0.676417297497352
0.662607861585607,0.6974493542923041,0.6929098157398991,0.6217662429153132,0.67083460716713
0.6591995912987326,0.6921666307738015,0.6882178119623947,0.6181421606836327,0.6679698536766331
0.6528090652017818,0.6886430694835581,0.6863578016481322,0.6146611891075839,0.6626281333094134
0.6493749778298479,0.6831821229730017,0.6819739068699934,0.6112369792009582,0.659253287374636
0.6435007883221437,0.6794075456394862,0.6775251751810208,0.6078420670909944,0.6542931508063514
0.639077317441169,0.6742371506137055,0.6753889429620861,0.604407839467997,0.6511601271771364
0.6321341870900322,0.6704593621331473,0.6698458507268796,0.600855983660396,0.6464529713254861
0.6280267114617342,0.6651283960305857,0.6674734742217604,0.5971705288155683,0.6432674666708543
0.621600422666467,0.6599423707273171,0.6614367762195938,0.5932552227794331,0.6382362518165755
0.6170210652425234,0.656390451688916,0.6593012809799075,0.5894665261413237,0.6348451862311659
0.6102876597402919,0.6509106691808733,0.653281183977374,0.5856995556930208,0.6295419187159995
0.6054593921057261,0.6467405446402793,0.6471261530375426,0.5817107964270526,0.6257441363532821
0.5988217381275913,0.641176555833748,0.6436290981657147,0.5774252534247238,0.620628363989791
0.5933331353014212,0.6347321817735719,0.6378586964849812,0.571393462036181,0.616678145957008
0.58635929335654,0.629292975519609,0.6339117664506881,0.5652071146495977,0.6111828140308376
0.5811667094440002,0.6220556579863759,0.6283788525878606,0.5586653864323622,0.6065707870141508
0.5736140560891162,0.6153308201236566,0.6214497071192805,0.5520449560012592,0.600487439932735
0.5687919775766622,0.6076180849457967,0.615959418634304,0.5454134720248024,0.5958390104015026
0.5608698614161978,0.600672026231851,0.6073803558891805,0.5387440610721403,0.5875401840477137
0.5534019560059938,0.5924617976940587,0.6010921874940308,0.5313802890441197,0.5820302796157157
