doc_id,Name,Gender,predictions,GT_score,Gender
1,Galen Rupp,male,0.999,0.999,male
2,Nora Colligan,female,0.8876,0.8876,female
3,Thomas J Bolda,male,0.86456,0.86456,male
19,Claire Hagerty,female,0.75843,0.75843,female
4,Nick M Grinlinton,male,0.85653,0.85653,male
20,Marie-Eve Racicot,female,0.75804,0.75804,female
21,Amy K. Larsen,female,0.75532,0.75532,female
5,Rob M Hailey,male,0.84969,0.84969,male
22,Regina M Keller,female,0.7492,0.7492,female
24,Jana E. McKee,female,0.73825,0.73825,female
25,Molly R Sords,female,0.73529,0.73529,female
6,Jacob C Paciorek,male,0.82918,0.82918,male
27,Jessica Busby,female,0.7175,0.7175,female
30,Leanne Mccann,female,0.70593,0.70593,female
7,Miko Clark,male,0.82856,0.82856,male
31,Adrianna N Rupert,female,0.6991,0.6991,female
32,Coraline C. Falco,female,0.69867,0.69867,female
8,Fernando J. Gallardo,male,0.82674,0.82674,male
33,Lauren D. Harvey,female,0.68342,0.68342,female
34,Cheryl Kjendal,female,0.68083,0.68083,female
36,Adriana Di Santo Ricci,female,0.67361,0.67361,female
9,David Lynn,male,0.82062,0.82062,male
37,Cynthia K Van Vleet,female,0.6707,0.6707,female
38,Terri Harris,female,0.66946,0.66946,female
10,Robert D Moulton,male,0.80686,0.80686,male
39,Natalie Christensen,female,0.66793,0.66793,female
41,Amy Fairley,female,0.6478,0.6478,female
11,Ezana Tesfu,male,0.79749,0.79749,male
43,Susan A Muhaw,female,0.58914,0.58914,female
44,Jennifer M. DeSimone,female,0.5759,0.5759,female
45,Teri Tingey,female,0.56638,0.56638,female
12,James Peltzer,male,0.79557,0.79557,male
46,Susan L. Lipsitz,female,0.54692,0.54692,female
47,Diane Frustaglio,female,0.54085,0.54085,female
13,Michel Levesque,male,0.78032,0.78032,male
48,Zoe Augustyns,female,0.46422,0.46422,female
49,Robin K. Triplett,female,0.44055,0.44055,female
14,Joaquin Sr. Amor,male,0.77927,0.77927,male
15,Daniel J Swyers,male,0.77478,0.77478,male
16,Brian Wiest,male,0.7698,0.7698,male
17,Logan J Means,male,0.7687,0.7687,male
18,Jason B. Maples,male,0.76775,0.76775,male
23,Javier Martinez Rodriguez,male,0.74475,0.74475,male
26,Donal S Mulroney,male,0.7262,0.7262,male
28,Joseph A. Surowiec,male,0.71592,0.71592,male
29,Lester H. Smith,male,0.70823,0.70823,male
35,Marcos Sana,male,0.67706,0.67706,male
40,Steven J Cammisa,male,0.65177,0.65177,male
42,Joel B Weber,male,0.59306,0.59306,male
50,Toshikazu Shida,male,0.40297,0.40297,male
