Run,Kendall Tau,NDKL,Average Exposure
0,0.6538775510204081,0.11216915375767697,0.9801981251361214
1,0.6522448979591837,0.08190911767012646,1.063321652764124
2,0.5232653061224489,0.11031662997286053,0.9906572784375538
3,0.5673469387755102,0.11195046671105433,0.9778297493711494
4,0.7224489795918367,0.09956301289225067,1.1009735914344918
5,0.6522448979591837,0.12720841316233245,1.0938383899376962
6,0.36653061224489797,0.23131134613395135,1.2833209791690166
7,0.7763265306122449,0.0751526009828707,1.023418696263205
8,0.8040816326530612,0.06705102098624194,0.9834540994618572
9,0.3681632653061224,0.14270356525031183,1.1875791494886137
