Run,Kendall Tau,NDKL,Average Exposure
0,0.20489795918367346,0.185771592866434,1.2320663419752287
1,0.46122448979591835,0.27673754691566754,0.6852646656133823
2,0.926530612244898,0.20949778584272716,0.7175888164998253
3,0.2653061224489796,0.15305288490801097,1.200451342583461
4,1.0,0.3388551768840178,0.6516610043487976
5,0.2,0.21604933638074314,1.4407285121593043
6,0.4922448979591837,0.3456307932853467,1.5138619278768097
7,0.8955102040816326,0.3277958474449799,0.6513437380848806
8,0.28816326530612246,0.3094954551696755,1.515764194131635
9,0.43020408163265306,0.40499144701424117,1.6070992168769123
