Run,Kendall Tau,NDKL,Average Exposure
0,0.9314285714285714,0.14659273017453972,0.7715283969518512
1,0.8955102040816326,0.16081991362154302,0.7543080487074454
2,1.0,0.28740495566679136,0.6682798265603952
3,0.7502040816326531,0.10295210046981945,0.8423339776888761
4,0.4514285714285714,0.1822066926013653,0.7774920179493727
5,0.9836734693877551,0.22579265900529216,0.6910325747849237
6,0.7828571428571428,0.11804386560085839,0.8124594505340315
7,0.7028571428571428,0.09849485626813964,0.8675323014889936
8,0.4514285714285714,0.13141689639325904,0.8717007178222601
9,0.9689795918367347,0.2097132368937223,0.7130725935717284
