Run,Kendall Tau,NDKL,Average Exposure
0,0.8906122448979592,0.2737117397228022,0.6855741701022354
1,0.9216326530612244,0.23010267925760383,0.6973514070738853
2,0.8808163265306123,0.2121565413161009,0.7401743796546022
3,0.9395918367346939,0.2434143257899874,0.6832669946189027
4,0.92,0.20551147162659492,0.7050594650656922
5,0.7159183673469388,0.15470121196521203,0.7870728819489846
6,0.9755102040816327,0.2466172698075445,0.6870464808763842
7,0.8791836734693877,0.18817984826040213,0.7232693418847801
8,0.9477551020408164,0.2374399089605665,0.698993182644785
9,0.8857142857142857,0.19737366585801233,0.7352067842115251
