Run,Kendall Tau,NDKL,Average Exposure
0,0.6506122448979592,0.11450062437876692,0.9871179326315014
1,0.8889795918367347,0.05727869352456925,0.9178096536326554
2,0.5657142857142857,0.11450062437876692,0.9871179326315014
3,0.6081632653061224,0.12147947519066933,0.9991222387693678
4,0.5085714285714286,0.11450062437876692,0.9871179326315014
5,0.5118367346938776,0.12049362681719875,1.0015975763615035
6,0.6114285714285714,0.11450062437876692,0.9871179326315014
7,0.52,0.11450062437876692,0.9871179326315014
8,0.8987755102040816,0.05727869352456925,0.9178096536326554
9,0.6636734693877551,0.11450062437876692,0.9871179326315014
