Run,Kendall Tau,NDKL,Average Exposure
0,0.9804081632653061,0.2549234499189218,0.7149299813045071
1,0.2522448979591837,0.46017077313862176,1.6943048305406898
2,0.76,0.17358073754438078,0.7905663118891423
3,0.8155102040816327,0.058550540132529465,0.9475360998306169
4,0.9640816326530612,0.062096049198126224,0.8897166182042405
5,0.913469387755102,0.1320907024102941,0.767613926293122
6,0.923265306122449,0.20445665352074927,0.7440626255834555
7,0.8726530612244898,0.1309240320707999,0.8182990766841388
8,0.8155102040816327,0.10127528072420082,0.907897927498631
9,0.7191836734693877,0.17056548096293342,0.8815895532586187
