Run,Kendall Tau,NDKL,Average Exposure
0,0.9787755102040816,0.12917172565486057,0.7966632843395695
1,0.8808163265306123,0.09475178887016879,0.8742722997159811
2,1.0,0.28914018897082827,0.6755437405042879
3,0.9444897959183673,0.25526060562752606,0.6994312576330746
4,0.8106122448979591,0.12687805687100656,0.7941392283857969
5,0.9706122448979592,0.1948694395358169,0.7247176413645834
6,0.6097959183673469,0.09527063586264596,0.8562785372943862
7,1.0,0.27568027928358335,0.6764795692113676
8,0.9281632653061225,0.09763218218745068,0.8780197164143189
9,0.8285714285714286,0.10814748315338554,0.8587798687338212
