Position,NDCG_1,NDCG_2,NDCG_3,NDCG_4,NDCG_5,NDCG_6
1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.9430131842034104,0.9682907535053654,0.9625626315579476,0.9540372902295592,0.9921050447503156,0.9917690892077756,0.9516433990956823
0.8560147218556852,0.9231615161313962,0.8901520589524451,0.9288129400171607,0.9823281558368674,0.9366452206149808,0.95419078501634
0.8044937783115317,0.9310271677298352,0.8464971514717334,0.940365287758462,0.980887769759306,0.8854627641043332,0.9182844957497357
0.8063572978749756,0.8949077924232817,0.8504773484367093,0.9170122206391904,0.9669469414589432,0.8925146384641318,0.9208056674743305
0.7759307933111574,0.8635322390566368,0.8226567540300791,0.8942076274984558,0.9585680470902344,0.8529906436263134,0.8953210057236066
0.750518730694072,0.853755654070163,0.8260084844912767,0.9000453745112298,0.9417952908910996,0.8530925952434151,0.8905957894109376
0.753698506450887,0.8327224744322929,0.8071318360743938,0.8819497248326471,0.934109940447306,0.8252815394232121,0.8738911387449003
0.7352467725118985,0.813820164659333,0.8087436655622603,0.8659582768548765,0.9138115547166908,0.8236647753511196,0.8715373677917521
0.719649386407295,0.8096729618356389,0.7944184301598676,0.8703917097715962,0.8959240297518871,0.8020093978234635,0.8566477259848329
0.7048962093779946,0.792709101960616,0.7939270814897739,0.8556966682521344,0.8739505058817035,0.8011547624330297,0.854997915837301
0.7088303630954982,0.7738423743573026,0.7798086154153024,0.8410252335421371,0.8722851157492951,0.7839648128352301,0.8429592661535392
0.696435006631658,0.7723380501567287,0.7789579345630641,0.844330335870198,0.8539552865330635,0.7836779394413251,0.8413121607263101
0.6839212240111358,0.7565505319345038,0.76683539702584,0.8316724135566828,0.8360145268952448,0.7690050847088079,0.8315877656979439
0.6849574222307058,0.7423450426729976,0.7663987587064593,0.8200596210277762,0.8340556318017459,0.7682268846132182,0.8303737631465006
0.6713606683206551,0.7408454454820843,0.7554311461247727,0.8225088715514145,0.8188603238515263,0.7555921056176848,0.8221450021731043
0.6589432403843901,0.7287493911719282,0.7553644283181127,0.8111629157748665,0.8045517515169648,0.7540311093037558,0.8207176483843053
0.659895044957715,0.717146462251546,0.7451286779623559,0.8007409936882793,0.8030958006915926,0.7431505415106762,0.8095809844479789
0.6473928084238122,0.7165455528921838,0.7446218302938203,0.8025484994270109,0.7901776859892476,0.741137878453968,0.808194230079326
0.6354350005116558,0.7057435323258887,0.7353360896980026,0.7932448696167708,0.7775411502337076,0.7307351355596827,0.7984298696564656
0.6241275007524131,0.694753866857866,0.7326430616209311,0.7844220922211513,0.7656890715991487,0.7291014694791028,0.7969349173637369
0.625439544756105,0.6944892145301755,0.7227847751423239,0.7855254136317013,0.7643432218142187,0.7198671365937045,0.7878889454106414
0.6151911787300994,0.6844963415915912,0.7198398929760713,0.7771613906774798,0.7538464556966095,0.7183322563889929,0.7866392969434508
