Run,Kendall Tau,NDKL,Average Exposure
0,0.9885714285714285,0.2502196161371113,0.7162076608122075
1,0.9330612244897959,0.2096705247533959,0.7389225601664179
2,0.9004081632653061,0.2584705332757197,0.6979566638507024
3,0.9820408163265306,0.18921165846420868,0.7417560588043156
4,0.9918367346938776,0.33141481301635134,0.654367243886829
5,0.9951020408163266,0.3077183803965019,0.6655362398519391
6,0.9934693877551021,0.23499194537129228,0.7150221952451538
7,0.9885714285714285,0.27483829785463393,0.678091635134705
8,0.8775510204081632,0.11304152629376261,0.8818838071113754
9,0.9151020408163265,0.15733948467719563,0.774840368797924
