Run,Kendall Tau,NDKL,Average Exposure
0,0.9934693877551021,0.3402826956481314,0.6488449945675238
1,0.4742857142857143,0.12035055624152398,0.79436504717419
2,0.9412244897959183,0.1704631386397823,0.7545627389043293
3,0.9771428571428571,0.3016795031033623,0.653678038683095
4,0.5820408163265306,0.2378281859966883,0.7217219758500651
5,0.923265306122449,0.21620471071334668,0.7022735072591227
6,0.8530612244897959,0.32103183435567473,0.6609739630267332
7,0.9624489795918367,0.27921479121904696,0.6688473701074164
8,0.8693877551020408,0.20139187731898664,0.7292880826104344
9,0.7714285714285715,0.24287258428217365,0.7037795336525381
