Position,Group_0,Group_1
1,2.272727272727273,0.0
2,1.1363636363636365,0.8928571428571428
3,1.5151515151515151,0.5952380952380951
4,1.1363636363636365,0.8928571428571428
5,0.9090909090909092,1.0714285714285714
6,1.1363636363636365,0.8928571428571428
7,0.974025974025974,1.020408163265306
8,0.8522727272727273,1.1160714285714284
9,0.7575757575757576,1.1904761904761902
10,0.9090909090909092,1.0714285714285714
11,0.8264462809917356,1.1363636363636362
12,0.7575757575757576,1.1904761904761902
13,0.6993006993006994,1.236263736263736
14,0.8116883116883117,1.1479591836734693
15,0.7575757575757576,1.1904761904761902
16,0.7102272727272727,1.2276785714285714
17,0.6684491978609626,1.2605042016806722
18,0.7575757575757576,1.1904761904761902
19,0.7177033492822966,1.2218045112781954
20,0.6818181818181818,1.2499999999999998
21,0.6493506493506493,1.2755102040816326
22,0.7231404958677686,1.2175324675324672
23,0.691699604743083,1.2422360248447204
24,0.662878787878788,1.2648809523809523
25,0.6363636363636365,1.2857142857142856
26,0.6993006993006994,1.236263736263736
27,0.6734006734006733,1.2566137566137565
28,0.6493506493506493,1.2755102040816326
29,0.7053291536050157,1.2315270935960592
30,0.6818181818181818,1.2499999999999998
31,0.6598240469208212,1.2672811059907834
32,0.6392045454545454,1.2834821428571428
33,0.6887052341597796,1.2445887445887445
34,0.6684491978609626,1.2605042016806722
35,0.6493506493506493,1.2755102040816326
36,0.6944444444444445,1.240079365079365
37,0.6756756756756757,1.2548262548262548
38,0.6578947368421053,1.2687969924812028
39,0.641025641025641,1.282051282051282
40,0.6818181818181818,1.2499999999999998
41,0.720620842572062,1.2195121951219512
42,0.7575757575757576,1.1904761904761902
43,0.7928118393234672,1.1627906976744187
44,0.8264462809917356,1.1363636363636362
45,0.8585858585858586,1.111111111111111
46,0.8893280632411068,1.0869565217391304
47,0.9187620889748549,1.0638297872340423
48,0.946969696969697,1.0416666666666667
49,0.974025974025974,1.020408163265306
50,1.0,1.0
