Run,Kendall Tau,NDKL,Average Exposure
0,0.3355102040816327,0.46017982861972406,1.6830401274220037
1,0.40244897959183673,0.46960837637269176,1.6856726343759973
2,0.2702040816326531,0.45348254923648945,1.6634877089514548
3,0.3273469387755102,0.4716965161531619,1.6952893867152838
4,0.2342857142857143,0.43077355269645706,1.636658400527209
5,0.8742857142857143,0.353493097459262,0.6438457213149843
6,0.33387755102040817,0.24410542635014068,1.2850689803976276
7,0.22612244897959183,0.4212379353448714,1.633165472837722
8,0.5281632653061225,0.4825566388577989,1.7062151958700034
9,0.37795918367346937,0.4462721216244286,1.6631949250423117
