Run,Kendall Tau,NDKL,Average Exposure
0,1.0,0.2521222385508758,0.7129786880853174
1,0.5510204081632653,0.14651328040432926,0.7790307220372058
2,0.9004081632653061,0.27003300008101644,0.6824989561287054
3,0.5510204081632653,0.09212042252517857,0.8853450285345197
4,0.5510204081632653,0.23505835435059774,0.6965654758410623
5,1.0,0.30786977012909805,0.6649714512241548
6,1.0,0.2363794837352596,0.7130519853089241
7,1.0,0.27568027928358335,0.6764795692113676
8,0.9281632653061225,0.10854904161481399,0.8817934385413742
9,0.5510204081632653,0.1566651382917509,0.7903488990376962
