Run,Kendall Tau,NDKL,Average Exposure
0,0.6293877551020408,0.11423184080272891,0.9867043941963894
1,0.5281632653061225,0.11834463655036694,0.9943527892251838
2,0.5346938775510204,0.10345476128790913,0.9629708575534124
3,0.5951020408163266,0.12473381122635031,1.0044600670777435
4,0.7126530612244898,0.10732723681870067,0.9715095593104804
5,0.5281632653061225,0.09885483968767045,0.9149341771097225
6,0.6489795918367347,0.10413380730599414,0.9610265658813206
7,0.6457142857142857,0.14247007217624313,0.9055370950781642
8,0.689795918367347,0.11120250181474159,0.9800703918484206
9,0.4269387755102041,0.09795366862028142,1.1147181649346227
