Run,Kendall Tau,NDKL,Average Exposure
0,0.9706122448979592,0.13118220701485447,0.796225527047664
1,0.9216326530612244,0.12465131043638329,0.7772187166557721
2,0.8285714285714286,0.14532020625098793,0.7728702259503871
3,0.8253061224489796,0.10359905131199687,0.8320191529815631
4,0.9395918367346939,0.0820811736384699,0.8404404303841513
5,0.8204081632653061,0.12092553784837136,0.7891471707702917
6,0.8710204081632653,0.1180148105005776,0.8007273422288685
7,0.9836734693877551,0.1734620357647711,0.7464357798926013
8,0.9575510204081633,0.12618847569008415,0.8050464166811929
9,0.9657142857142857,0.2097132368937223,0.7130725935717284
