Run,Kendall Tau,NDKL,Average Exposure
0,0.9216326530612244,0.3227954939567701,0.6610600183965518
1,0.7812244897959184,0.2774974898995525,0.6793065753929621
2,1.0,0.28388900238388093,0.6965753537225808
3,0.5967346938775511,0.19838407838541736,0.7263007739232491
4,0.8612244897959184,0.27009887155275214,0.6728189048106578
5,0.990204081632653,0.28848805351488793,0.668303868849849
6,0.856326530612245,0.3270414733975614,0.6593523365192943
7,0.5591836734693878,0.14242603635688617,0.7655785887213858
8,1.0,0.24754773170524905,0.6933602452514173
9,0.5542857142857143,0.1767957172687707,0.7431292821233639
