Position,NDCG_1,NDCG_2,NDCG_3
1.0,0.8428626666442514,1.0,0.962604702580892
0.9765320908334292,0.8328211298291928,0.9452420562267848,0.9770711783648446
0.9258691231034658,0.8720478734350328,0.9146439282364708,0.9202820770380366
0.8913146073055698,0.8663581014386514,0.8839616463152998,0.8855498677574507
0.8881397441643138,0.8552398062692238,0.8635132172770384,0.8629213441541492
0.8692029665053633,0.8496708067519102,0.8523837034836635,0.8417633991737309
0.851268852748424,0.8416979334519515,0.840733006849905,0.8379068114681293
0.8437037488995943,0.8322355965327416,0.8293408333429851,0.8207861167879947
0.8313885490866558,0.826220387432529,0.8161455440860337,0.8035655362392791
0.818562153372019,0.8199676528722425,0.8068538663946491,0.7890986092633132
0.8144396509336449,0.8125246832650918,0.7973402525574192,0.7765833358734022
0.8043074816551585,0.8056562217916632,0.7886377748616538,0.764552268422594
0.7939186020473112,0.79978670357413,0.7806514695898672,0.7559619018550399
0.7842501395323217,0.7940125666697194,0.7746532559030305,0.7458418181701396
0.7817185393642166,0.7866418274575318,0.7673240687269443,0.7361386342882952
0.7736024261920942,0.7820062945558968,0.7607046871285587,0.727184034176441
0.7658899419362865,0.7774027228926639,0.7546586301648476,0.7188042689747438
0.7643579782794847,0.7730344054767149,0.7503889512818578,0.7108415646591066
0.75765675765939,0.7632590878961428,0.745305586953328,0.7059782215642457
0.7508948486126998,0.7581324440524955,0.739983060773703,0.6991350522459227
0.7445996089607823,0.7533747621350445,0.734830975044673,0.6923022982881528
0.742753108011102,0.7448740447332831,0.7315210617837004,0.6859401253887291
0.7367721479713131,0.7407606107354872,0.7268038012519579,0.679917463536967
0.7304248517285,0.7363314562365432,0.7223357416215642,0.6742775702885176
0.7244443856243434,0.7319629854984849,0.717974464045636,0.6693576454521988
0.7205524515639586,0.7248263680500759,0.7154190505783593,0.6643767872944357
0.7151614925195419,0.7203478090057402,0.7114048831727693,0.6596716712724257
0.710062012665611,0.7161143348366211,0.7072688138134847,0.6551017191565668
0.7029976886914914,0.7087324510619984,0.7033485931097165,0.6506062254586514
0.6983654057052329,0.7050190578327029,0.7011853530367149,0.6462636817821256
0.693751351537627,0.7014599087006117,0.6972525905040774,0.6411772960360916
0.6866125103487344,0.6976404835423603,0.6930355580615116,0.6371696477642681
0.682399970169005,0.6891052918617923,0.6886562534879016,0.6333383098969779
0.6770428366080512,0.6855722470270706,0.6868389614266815,0.629655648688396
0.6718616706168294,0.6816402300294493,0.6826406066033704,0.6260372385311762
0.6651421022218673,0.6776147302262433,0.6785541375148394,0.6224558044135582
0.6594530426996091,0.6736504331271576,0.6743926724990168,0.6177125974550028
0.6538484581540439,0.669572946302209,0.6719236315582912,0.6142734004840941
0.6467576871406502,0.6650982969162775,0.666706357863623,0.6104451051008075
0.6416168870018724,0.6606535595782598,0.6608236263562542,0.6063978865760677
0.6352668535981888,0.6558490478841021,0.6547784934009739,0.6024793827313633
0.629153689400398,0.6511588784014819,0.6510807816134749,0.5982208043696726
0.6229373227926018,0.6459995618993079,0.6450939933850021,0.5936755446529107
0.6169618702184243,0.6405649936778658,0.6393010363964605,0.5873935440236002
0.6107893181500298,0.6342634461328543,0.6335723584274199,0.5809659474129818
0.6019808701312174,0.6272221573268664,0.6297687736998835,0.5741914252421927
0.5959217165050221,0.6201584043463994,0.624049293480348,0.5673461899176667
0.5893181287414695,0.612899620215047,0.6173161894401087,0.5604974587460081
0.5819394858929635,0.6053674452525648,0.6107702230185135,0.5536179585169864
0.5739853013035476,0.597093037825866,0.602421968237085,0.5460508840344866
