q_id,doc_id,Gender,Name,NumSeasons,AvgPER,CareerPoints
1,596,male,Jack George,10,11.52,5772
1,597,male,Eric Murdock,11,15.69,5765
1,598,male,Jeff Ruland,8,15.28,5763
1,599,male,Anthony Morrow,13,12.59,5762
1,600,male,Mike Sanders,15,12.03,5748
1,601,male,Ed Conlin,9,12.61,5746
1,602,male,Don Adams,11,9.45,5742
1,603,male,J.J. Hickson,12,15.83,5739
1,604,male,Bradley Beal,5,15.5,5728
1,605,male,Malik Rose,17,11.31,5667
1,606,male,Arvydas Sabonis*,7,21.0,5629
1,607,male,Tom Owens,7,15.41,5612
1,608,male,Jordan Crawford,11,13.32,5593
1,609,male,Travis Outlaw,13,13.33,5582
1,610,male,Shandon Anderson,12,9.5,5582
1,611,female,DeLisha Milton-Jones,17,14.39,5571
1,612,male,Steve Kerr,17,12.48,5571
1,613,female,Katie Douglas,14,18.2,5560
1,614,male,John Paxson,11,11.65,5560
1,615,male,Joakim Noah,10,17.1,5557
1,616,male,Mike McGee,11,13.32,5543
1,617,female,Lindsay Whalen,15,18.3,5523
1,618,male,Rasho Nesterovic,12,12.58,5519
1,619,male,Tony Battie,16,11.86,5490
1,620,male,Bruce Bowen,15,9.68,5486
1,621,male,Robin Lopez,9,15.9,5483
1,622,male,Eric Bledsoe,7,16.87,5480
1,623,male,Luke Jackson,14,10.74,5470
1,624,male,Freeman Williams,8,14.64,5458
1,625,male,Geoff Huston,10,11.76,5453
1,626,male,Bucky Bockhorn,7,10.2,5430
1,627,male,Phil Jackson*,12,11.86,5428
1,628,male,Howard Porter,11,13.64,5425
1,629,male,Bob Wilkerson,7,11.16,5424
1,630,male,Bill Hanzlik,10,10.86,5414
1,631,male,John Salley,13,11.86,5413
1,632,male,Gerald Green,12,17.43,5393
1,633,male,Matt Guokas,17,8.84,5391
1,634,male,Dion Waiters,7,12.11,5378
1,635,male,Winston Garland,9,11.74,5373
1,636,male,Al Wood,8,13.22,5356
1,637,male,Bo Outlaw,17,12.81,5346
1,638,male,John Battle,10,13.1,5338
1,639,male,Kermit Washington,12,15.18,5330
1,640,male,Steve Stipanovich,5,15.06,5323
1,641,male,Randy Breuer,13,12.19,5321
1,642,male,Chuck Share,10,17.79,5321
1,643,male,Joe Kleine,20,9.18,5318
1,644,male,Barry Clemens,11,12.48,5312
1,645,male,Gene Banks,6,14.9,5305
1,646,male,Walt Wesley,14,12.2,5282
1,647,male,Kyle Macy,7,13.9,5259
1,648,male,Joe Bryant,8,12.53,5252
1,649,male,Greg Anderson,13,12.62,5245
1,650,male,Keith Bogans,15,9.48,5243
1,651,male,Kurt Rambis,18,12.09,5242
1,652,male,Sean Rooks,16,11.09,5241
1,653,male,Mitch Kupchak,9,14.23,5202
1,654,female,Nneka Ogwumike,11,24.32,5194
1,655,male,Sidney Green,12,11.57,5173
1,656,male,Jon Barry,16,13.69,5170
1,657,male,Allan Bristow,9,14.24,5122
1,658,male,Andre Drummond,5,21.54,5120
1,659,female,Swin Cash,15,13.61,5119
1,660,male,George Lynch,12,12.54,5109
1,661,male,Carlos Arroyo,17,12.54,5101
1,662,male,Woody Sauldsberry,8,8.09,5094
1,663,male,Alan Henderson,12,14.58,5094
1,664,male,Chandler Parsons,6,14.1,5086
1,665,male,Drazen Petrovic*,6,16.22,5084
1,666,male,Keyon Dooling,13,10.93,5067
1,667,male,Ben Poquette,12,11.91,5063
1,668,male,James Silas,6,16.37,5060
1,669,male,Matt Geiger,10,13.1,5059
1,670,male,Martell Webster,10,9.13,5056
1,671,male,Andrew Bynum,10,17.95,5047
1,672,female,Tangela Smith,15,14.91,5046
1,673,male,Mickael Pietrus,12,10.81,5039
1,674,male,Patrick Patterson,11,13.68,5038
1,675,male,T.R. Dunn,14,10.23,5033
1,676,male,Curtis Perry,10,12.06,5016
1,677,female,Taj McWilliams-Franklin,14,18.78,5013
1,678,male,K.C. Jones*,9,10.5,5011
1,679,male,Larry Steele,9,12.41,5009
1,680,male,Andrew Wiggins,3,15.63,4995
1,681,male,Stromile Swift,13,13.58,4987
1,682,female,Maya Moore,8,24.48,4984
1,683,male,Zaid Abdul-Aziz,14,13.75,4978
1,684,male,Jamaal Magloire,14,9.73,4973
1,685,male,Erwin Mueller,13,10.52,4967
1,686,male,Malik Sealy,8,13.16,4955
1,687,male,Bryant Reeves,6,13.15,4945
1,688,male,Frank Johnson,10,12.57,4937
1,689,male,Ryan Gomes,8,10.2,4926
1,690,male,Clark Kellogg,5,17.34,4918
1,691,male,Jerome Whitehead,18,9.24,4918
1,692,male,Ron Behagen,13,6.99,4914
1,693,male,Johnny Moore,11,11.91,4898
1,694,male,Kurt Nimphius,12,11.08,4889
1,695,male,Nat Clifton*,7,14.0,4882
1,696,male,Maurice Evans,13,11.59,4872
1,697,male,Tim McCormick,10,11.67,4871
1,698,male,Al Thornton,8,11.95,4855
1,699,male,Mel Hutchins,7,14.29,4851
1,700,male,Lloyd Neal,7,13.33,4846
1,701,male,Jeremy Lin,7,16.07,4842
1,702,male,Clemon Johnson,12,12.5,4811
1,703,male,Tony Massenburg,19,9.27,4806
1,704,male,Nick Weatherspoon,9,12.13,4797
1,705,male,Ron Williams,8,12.44,4797
1,706,male,T.J. Ford,8,14.33,4797
1,707,male,Otis Smith,8,14.29,4792
1,708,male,Thabo Sefolosha,13,11.35,4789
1,709,male,Bobby Wanzer*,6,17.57,4784
1,710,male,Wes Matthews,13,13.56,4781
1,711,male,Glen Davis,10,12.24,4752
1,712,male,Jack McMahon,10,9.12,4751
1,713,female,Alana Beard,14,14.7,4740
1,714,male,Giannis Antetokounmpo,4,17.62,4737
1,715,male,Derrick Williams,10,12.02,4735
1,716,male,Nate McMillan,12,14.22,4733
1,717,male,Jodie Meeks,10,12.59,4731
1,718,male,Sebastian Telfair,14,11.01,4722
1,719,male,Juan Dixon,11,12.17,4719
1,720,female,Chamique Holdsclaw,11,21.74,4716
1,721,male,Jim McElroy,9,11.27,4713
1,722,male,Delonte West,10,13.29,4705
1,723,male,Anderson Varejao,15,14.79,4699
1,724,male,Micheal Williams,12,11.12,4689
1,725,male,JaVale McGee,13,17.33,4663
1,726,male,George Mikan*,4,25.38,4661
1,727,male,Jerome Williams,13,15.38,4659
1,728,male,Jamaal Tinsley,11,12.1,4652
1,729,male,Francisco Garcia,12,11.2,4644
1,730,male,Billy McKinney,9,13.11,4641
1,731,male,Earl Lloyd*,8,10.39,4639
1,732,male,Ronnie Brewer,14,10.23,4637
1,733,male,Troy Hudson,11,12.57,4637
1,734,male,Sarunas Marciulionis*,7,15.71,4631
1,735,male,Kendrick Perkins,17,10.32,4631
1,736,male,Joe Ellis,8,11.8,4623
1,737,male,Luc Longley,12,11.6,4618
1,738,male,Victor Oladipo,4,14.95,4618
1,739,male,Buck Johnson,7,11.94,4617
1,740,male,Mike Evans,11,10.68,4614
1,741,female,Penny Taylor,13,22.32,4606
1,742,male,Harrison Barnes,5,12.56,4605
1,743,male,Dorell Wright,11,12.27,4597
1,744,male,Lester Conner,14,13.79,4597
1,745,male,Tom Boerwinkle,10,15.55,4596
1,746,male,Terrence Ross,7,12.27,4589
1,747,male,Vitaly Potapenko,15,8.83,4578
1,748,male,Bob Gross,8,13.9,4567
1,749,male,Gary Neal,11,11.07,4561
1,750,male,Terry Furlow,8,15.99,4544
1,751,male,Bison Dele,8,15.63,4536
1,752,male,Austin Croshere,14,13.16,4515
1,753,female,Brittney Griner,9,24.61,4494
1,754,male,Pervis Ellison,11,12.06,4494
1,755,male,Alvin Williams,11,10.15,4485
1,756,male,Wayne Ellington,10,11.0,4483
1,757,male,Anthony Parker,9,14.1,4478
1,758,male,Roger Phegley,12,12.28,4476
1,759,male,Jerry Sichting,14,9.85,4475
1,760,male,Fred Foster,10,9.71,4462
1,761,male,Wally Walker,10,11.58,4451
1,762,female,Kristi Toliver,13,15.63,4434
1,763,male,Slick Watts,8,13.45,4431
1,764,male,Eddie Jordan,13,10.91,4410
1,765,male,Jim Brewer,11,11.35,4407
1,766,male,John Williams,8,13.26,4406
1,767,male,Jim Davis,11,12.77,4391
1,768,male,Tristan Thompson,6,15.18,4378
1,769,male,Dennis Hopson,7,12.54,4376
1,770,male,Greivis Vasquez,9,11.82,4349
1,771,male,C.J. Watson,10,12.53,4344
1,772,male,Isaac Austin,11,12.88,4340
1,773,male,Mark Bryant,18,7.89,4326
1,774,male,Randy Wittman,11,9.43,4325
1,775,male,Marquis Daniels,10,12.42,4319
1,776,male,Omri Casspi,11,11.69,4302
1,777,female,Sophia Young-Malcolm,9,19.49,4300
1,778,male,Earl Tatum,8,12.71,4293
1,779,male,Edgar Jones,10,14.29,4276
1,780,male,Richard Washington,8,11.54,4256
1,781,male,John Barnhill,9,10.88,4247
1,782,female,Vickie Johnson,13,16.15,4245
1,783,female,Yolanda Griffith,11,24.01,4238
1,784,male,Steve Colter,12,12.03,4227
1,785,male,Anthony Tolliver,13,8.95,4226
1,786,male,George King,6,14.08,4219
1,787,male,Slick Leonard*,7,9.83,4204
1,788,male,Foots Walker,10,13.27,4199
1,789,male,Pat Riley*,11,10.56,4195
1,790,male,Bobby Simmons,10,9.95,4189
1,791,male,Earl Cureton,14,9.15,4188
1,792,male,Charlie Criss,12,11.85,4182
1,793,male,David Wingate,15,9.99,4166
1,794,male,Jonas Valanciunas,5,19.0,4160
1,795,female,Rebekkah Brunson,15,17.56,4147
1,796,male,Marvin Webster,9,12.7,4137
1,797,male,Si Green,10,10.93,4132
1,798,male,Jim Krebs,7,11.47,4128
1,799,male,Bob Hansen,11,8.74,4125
1,800,male,Luc Mbah,11,10.39,4119
1,801,male,Carlos Delfino,8,12.07,4115
1,802,male,Ron Lee,10,11.03,4111
1,803,male,Chris Whitney,13,11.54,4093
1,804,male,Michael Brooks,6,12.85,4086
1,805,male,Mike Bratz,9,11.0,4081
1,806,male,Chris Childs,11,10.18,4072
1,807,male,Khris Middleton,5,14.26,4070
1,808,male,Brian Taylor,6,13.97,4064
1,809,male,Jae Crowder,7,13.36,4041
1,810,male,Erick Strickland,11,12.32,4040
1,811,male,Jerry Reynolds,8,14.54,4036
1,812,male,Dennis Awtrey,16,8.91,4023
1,813,male,Michael Carter-Williams,6,13.75,4019
1,814,male,Pat Garrity,10,8.68,4017
1,815,male,Dante Cunningham,10,11.61,4004
1,816,female,Asjha Jones,12,15.47,4004
1,817,male,Wayne Hightower,9,10.5,3978
1,818,male,Reggie Johnson,9,12.29,3974
1,819,female,Deanna Nolan,9,16.63,3971
1,820,male,Vincent Askew,14,9.46,3961
1,821,female,Nykesha Sales,9,18.96,3955
1,822,male,Jason Caffey,10,12.19,3951
1,823,male,Chris Duhon,9,10.07,3946
1,824,male,Darrick Martin,15,9.82,3940
1,825,male,Kenny Gattison,9,10.54,3923
1,826,male,Oliver Miller,11,14.11,3919
1,827,male,Don Collins,8,13.51,3914
1,828,male,Reggie King,6,12.08,3898
1,829,male,Rick Adelman,10,10.96,3898
1,830,male,Timofey Mozgov,11,13.97,3889
1,831,male,Jordan Farmar,10,13.24,3888
1,832,male,Jon Sundvold,9,12.06,3886
1,833,male,Reggie Evans,17,11.58,3880
1,834,male,Mitchell Wiggins,6,13.17,3877
1,835,male,David Benoit,9,11.53,3875
1,836,female,Jewell Loyd,8,17.62,3868
1,837,male,Tom Hammonds,14,9.62,3865
1,838,male,Trenton Hassell,11,7.2,3864
1,839,male,Chris Andersen,17,15.55,3860
1,840,female,Betty Lennox,12,15.07,3856
1,841,male,Kevin Ollie,23,9.24,3844
1,842,male,Bob Davies*,4,18.0,3840
1,843,male,James Johnson,10,13.45,3840
1,844,male,Marc Jackson,11,12.98,3839
1,845,female,Tiffany Hayes,10,17.3,3828
1,846,male,Rick Roberson,7,12.77,3826
1,847,male,Chris Dudley,18,9.04,3823
1,848,male,Bojan Bogdanovic,5,12.72,3813
1,849,male,Speedy Claxton,9,13.39,3808
1,850,male,Lance Stephenson,12,10.42,3801
1,851,male,Don May,9,12.86,3792
1,852,male,Dave Wohl,13,10.28,3774
1,853,male,Barney Cable,12,10.68,3770
1,854,male,Sasha Vujacic,12,9.8,3750
1,855,male,Toney Douglas,12,11.83,3745
1,856,male,Chris Mihm,10,12.95,3744
1,857,male,P.J. Tucker,8,11.56,3741
1,858,male,Will Perdue,13,12.85,3740
1,859,male,Armond Hill,12,8.68,3734
1,860,male,Dino Radja,4,16.67,3733
1,861,male,John Brown,9,8.96,3726
1,862,male,Felton Spencer,14,10.66,3726
1,863,male,Popeye Jones,11,10.75,3726
1,864,male,Tom Boswell,8,12.81,3724
1,865,female,Breanna Stewart,6,25.9,3723
1,866,male,Em Bryant,8,9.93,3722
1,867,male,James Jones,14,10.61,3717
1,868,female,Kayla McBride,9,16.09,3707
1,869,male,Wesley Johnson,7,10.0,3704
1,870,male,Duane Ferrell,11,10.49,3704
1,871,male,Cornell Warner,11,11.41,3700
1,872,male,Jeff Turner,10,8.06,3697
1,873,male,Scott May,7,13.41,3690
1,874,male,Mikki Moore,19,12.6,3681
1,875,male,Sam Vincent,9,13.8,3679
1,876,female,Kara Lawson,13,16.12,3679
1,877,female,Courtney Vandersloot,12,16.77,3671
1,878,male,Jordan Hill,12,15.32,3670
1,879,male,Mason Plumlee,6,17.92,3670
1,880,male,Dave Piontek,9,10.9,3668
1,881,male,Scott Brooks,12,14.6,3658
1,882,male,Ricky Rubio,6,15.97,3653
1,883,male,Toby Knight,4,14.22,3640
1,884,male,Fred Jones,9,10.34,3618
1,885,male,Dahntay Jones,15,8.84,3615
1,886,male,Danny Fortson,10,14.9,3615
1,887,male,Kevin Restani,12,9.95,3613
1,888,male,Tyrus Thomas,10,16.39,3601
1,889,male,Jason Smith,9,13.12,3599
1,890,male,Jannero Pargo,17,10.44,3589
1,891,male,Dick Garrett,7,9.07,3576
1,892,female,Mwadi Mabika,12,14.69,3572
1,893,male,Karl-Anthony Towns,2,24.25,3564
1,894,male,Linas Kleiza,7,11.8,3561
1,895,female,Shannon Johnson,11,15.46,3554
1,896,male,Dudley Bradley,11,9.85,3554
1,897,male,Jarvis Hayes,7,10.99,3553
1,898,female,Camille Little,13,12.08,3551
1,899,male,Josh Childress,8,12.5,3548
1,900,male,Red Rocha,5,13.0,3537
1,901,male,Devean George,11,10.1,3536
1,902,male,Roy Tarpley,6,19.38,3533
1,903,male,Keon Clark,8,14.05,3522
1,904,male,Brandan Wright,14,18.95,3522
1,905,male,Jeff Cook,14,9.99,3521
1,906,male,Jon Koncak,11,9.81,3520
1,907,male,Bob Harrison,8,8.0,3520
1,908,male,Greg Ostertag,11,12.79,3512
1,909,female,Tamecka Dixon,13,13.82,3500
1,910,female,Tammy Sutton-Brown,12,16.66,3498
1,911,male,Shannon Brown,15,7.99,3497
1,912,male,Jack Nichols,5,13.28,3483
1,913,female,Sancho Lyttle,15,17.91,3482
1,914,male,Jason Maxiell,10,11.98,3481
1,915,male,Jonas Jerebko,9,13.53,3479
1,916,male,Ervin Johnson,13,11.15,3473
1,917,male,Jayson Williams,9,13.31,3472
1,918,male,Toby Kimball,9,11.88,3470
1,919,male,Chase Budinger,9,12.08,3469
1,920,male,Patty Mills,8,15.25,3464
1,921,male,Steve Kuberski,11,10.2,3455
1,922,male,Austin Rivers,7,10.14,3449
1,923,male,Jared Jeffries,15,9.1,3449
1,924,female,Ivory Latta,11,14.27,3447
1,925,male,Kosta Koufos,11,14.57,3440
1,926,female,Jasmine Thomas,12,11.81,3437
1,927,male,Larry Krystkowiak,9,12.73,3425
1,928,female,Nicole Powell,11,14.76,3424
1,929,male,Darius Songaila,8,11.9,3415
1,930,male,Willie Norwood,9,12.77,3407
1,931,male,Nikola Pekovic,6,16.1,3405
1,932,male,Jason Kapono,9,8.78,3398
1,933,male,Jim Petersen,8,10.2,3397
1,934,male,Chico Vaughn,7,10.91,3391
1,935,male,Roger Mason,12,8.27,3385
1,936,male,Jim Pollard*,4,15.38,3376
1,937,female,Epiphanny Prince,13,17.31,3363
1,938,female,Tamika Whitmore,11,13.41,3363
1,939,female,Michelle Snow,12,16.45,3358
1,940,male,Mike O'Koren,8,11.43,3355
1,941,male,Tim Perry,10,12.0,3354
1,942,female,Sheri Sam,10,14.35,3353
1,943,female,Andrea Stinson,9,19.02,3351
1,944,male,Alonzo Gee,13,9.72,3326
1,945,male,Jumaine Jones,8,11.04,3325
1,946,female,Tanisha Wright,14,11.33,3324
1,947,male,Darnell Hillman,6,12.3,3318
1,948,male,Walter McCarty,12,8.88,3316
1,949,male,Charles Jones,23,7.93,3311
1,950,male,Bill Wennington,13,10.62,3301
1,951,male,Greg Kelser,8,13.11,3298
1,952,male,Darko Milicic,14,8.56,3294
1,953,male,Hub Reed,9,9.23,3292
1,954,male,Lee Shaffer,3,13.93,3291
1,955,male,Chuck Noble,7,9.0,3276
1,956,male,Bill Willoughby,10,10.85,3273
1,957,male,Matt Bullard,11,11.74,3270
1,958,male,Paul Mokeski,16,8.27,3268
1,959,male,Jeff Grayer,11,8.28,3267
1,960,male,Michael Dickerson,5,11.18,3257
1,961,male,Will Barton,7,13.13,3253
1,962,male,Trevor Booker,7,15.0,3251
1,963,male,Fred Scolari,6,12.65,3246
1,964,male,Mike Farmer,9,8.44,3245
1,965,male,Dennis Schroder,4,13.28,3244
1,966,male,Willie Burton,8,11.92,3243
1,967,male,Iman Shumpert,8,10.49,3233
1,968,male,Stacey King,12,10.33,3228
1,969,male,Darrell Arthur,8,11.94,3228
1,970,female,Margo Dydek,11,19.54,3220
1,971,male,Corky Calhoun,10,9.91,3218
1,972,male,Charlie Bell,9,7.19,3212
1,973,male,Michael Doleac,12,10.68,3207
1,974,male,Ernie DiGregorio,7,10.63,3201
1,975,male,Michael Curry,13,6.77,3197
1,976,male,Matt Carroll,14,7.37,3196
1,977,male,Marko Jaric,7,11.66,3193
1,978,male,Andrew DeClercq,12,11.88,3186
1,979,male,Butch Carter,8,7.15,3157
1,980,male,Jim Loscutoff,9,7.4,3156
1,981,male,Dave Meyers,4,14.02,3149
1,982,male,Larry McNeill,10,16.6,3148
1,983,male,Randy Brown,12,10.17,3148
1,984,female,Wendy Palmer,11,16.67,3140
1,985,male,Jim Baechtold,5,13.36,3123
1,986,male,Anthony Carter,15,8.99,3119
1,987,male,Daniel Gibson,7,10.37,3115
1,988,male,Adam Keefe,9,12.24,3107
1,989,male,Andy Phillip*,6,12.47,3100
1,990,male,Charlie Tyra,5,11.86,3091
1,991,male,Alvin Scott,8,10.99,3088
1,992,male,Derek Strong,10,12.58,3088
1,993,male,Craig Smith,6,15.87,3080
1,994,female,Chelsea Gray,8,17.11,3073
1,995,male,Melvin Turpin,5,13.82,3071
1,996,male,James Robinson,9,10.32,3065
1,997,male,Pete Chilcutt,14,10.84,3064
1,998,male,Terry Davis,10,10.03,3061
1,999,male,Kelvin Cato,12,12.83,3058
1,1000,male,Greg Foster,17,9.32,3048
1,1001,female,Erika de Souza,12,16.75,3046
1,1002,female,Shameka Christon,11,13.56,3044
1,1003,male,Shellie McMillon,6,13.02,3035
1,1004,male,Marc Iavaroni,11,7.75,3035
1,1005,male,Alec Burks,6,13.37,3034
1,1006,male,Rashad McCants,6,12.42,3033
1,1007,male,Dion Glover,8,12.49,3027
1,1008,male,Terrence Jones,7,14.54,3013
1,1009,male,Adonal Foyle,14,12.0,3006
1,1010,female,Marie Ferdinand-Harris,10,14.33,3001
1,1011,male,Kent Bazemore,7,10.94,2992
1,1012,male,Lee Nailon,9,13.62,2963
1,1013,male,Freddie Boyd,8,9.25,2961
1,1014,male,Lee Winfield,7,12.6,2959
1,1015,male,Monty Williams,11,9.52,2952
1,1016,male,Anthony Bowie,8,11.48,2945
1,1017,male,Corie Blount,17,10.57,2945
1,1018,male,Tyrone Nesby,6,11.52,2943
1,1019,male,Hassan Whiteside,5,14.56,2942
1,1020,male,Scott Burrell,10,12.45,2941
1,1021,male,Togo Palazzi,8,14.09,2938
1,1022,male,Dwight Davis,5,11.62,2936
1,1023,male,Marcus Banks,14,10.92,2934
1,1024,male,Will Bynum,8,12.61,2921
1,1025,male,Coby Dietrick,7,11.09,2915
1,1026,male,Gary Gregor,5,11.72,2905
1,1027,male,Bostjan Nachbar,10,8.95,2903
1,1028,male,John Wallace,7,13.36,2901
1,1029,female,Jennifer Gillom,7,18.0,2898
1,1030,male,Don Barksdale*,4,15.25,2895
1,1031,female,Natalie Williams,7,20.19,2894
1,1032,male,Jared Sullinger,5,14.02,2893
1,1033,male,Greg Buckner,10,10.29,2878
1,1034,male,Art Williams,7,13.67,2876
1,1035,male,Odie Spears,5,13.8,2875
1,1036,male,Malik Allen,14,10.39,2866
1,1037,male,DeJuan Blair,7,13.91,2865
1,1038,male,Sasha Pavlovic,13,7.12,2863
1,1039,female,Iziane Castro Marques,11,10.77,2862
1,1040,male,Rumeal Robinson,11,9.74,2853
1,1041,female,Alyssa Thomas,9,15.98,2850
1,1042,female,A'ja Wilson,5,24.6,2849
1,1043,male,Andy Johnson,4,10.88,2847
1,1044,male,Trey Burke,4,12.5,2832
1,1045,male,Joe Wolf,15,5.33,2829
1,1046,male,Gus Gerard,13,14.19,2829
1,1047,male,Art Harris,6,8.62,2827
1,1048,male,Larry Wright,6,7.93,2824
1,1049,male,Ed Ratleff,5,12.64,2813
1,1050,male,Jason Collins,17,4.99,2802
1,1051,male,Tony Smith,11,10.41,2802
1,1052,male,Whitey Skoog,6,10.45,2800
1,1053,male,Cliff Meely,7,12.84,2795
1,1054,male,Bob Houbregs*,6,15.75,2794
1,1055,male,Hank Finkel,9,11.68,2790
1,1056,male,Kyle Singler,7,8.29,2783
1,1057,male,Shammond Williams,11,14.72,2774
1,1058,male,Devin Booker,2,13.25,2774
1,1059,male,Ralph Simpson,8,10.78,2773
1,1060,male,Brad Sellers,8,10.24,2773
1,1061,male,Al Skinner,8,10.68,2771
1,1062,female,Dominique Canty,13,12.22,2762
1,1063,female,Natasha Howard,9,17.63,2751
1,1064,female,Ticha Penicheiro,15,13.19,2747
1,1065,male,Ken Charles,5,11.54,2747
1,1066,male,Ben McLemore,4,9.12,2742
1,1067,female,Emma Meesseman,8,20.85,2738
1,1068,male,Dick Schnittker,5,13.54,2735
1,1069,male,Dan Dickau,10,9.74,2727
1,1070,male,Chris Carr,10,11.57,2726
1,1071,male,Moochie Norris,15,10.09,2721
1,1072,male,Richard Anderson,8,13.57,2708
1,1073,male,Patrick Beverley,5,13.02,2708
1,1074,male,Brian Cook,15,8.71,2705
1,1075,female,Adrienne Goodson,7,16.0,2705
1,1076,male,Luke Walton,12,9.55,2704
1,1077,male,Doug Overton,19,8.81,2694
1,1078,male,Marty Conlon,11,11.89,2687
1,1079,male,Shelvin Mack,11,10.82,2685
1,1080,male,Jackie Moreland,5,12.34,2684
1,1081,male,Smush Parker,9,8.14,2682
1,1082,male,Robert Covington,4,14.02,2681
1,1083,male,Charles Davis,12,9.3,2676
1,1084,male,Leon Wood,10,14.19,2674
1,1085,male,Tariq Abdul-Wahad,10,9.93,2662
1,1086,female,Riquna Williams,10,15.89,2659
1,1087,female,Jonquel Jones,6,25.15,2657
1,1088,male,Duane Causwell,11,10.71,2648
1,1089,female,Essence Carson,13,11.85,2647
1,1090,male,Maurice Harkless,5,11.84,2646
1,1091,male,Tony Brown,13,8.71,2645
1,1092,female,Tamera Young,12,10.67,2641
1,1093,male,Jamario Moon,9,11.03,2639
1,1094,male,Gorgui Dieng,4,16.25,2639
1,1095,male,Sharone Wright,6,13.17,2638
1,1096,female,Liz Cambage,6,25.35,2634
1,1097,male,Kelly Olynyk,4,15.65,2628
1,1098,female,Temeka Johnson,11,12.79,2620
1,1099,female,Leilani Mitchell,13,12.39,2618
1,1100,male,Danny Vranes,7,8.93,2613
1,1101,female,Courtney Williams,7,15.61,2603
1,1102,female,Cynthia Cooper,5,27.66,2601
1,1103,male,Harvey Catchings,13,9.94,2599
1,1104,male,Jan Van,7,9.3,2596
1,1105,female,Tan White,10,11.68,2595
1,1106,male,John Hummer,8,9.62,2595
1,1107,male,Primoz Brezec,13,8.64,2583
1,1108,male,Dan Gadzuric,12,11.14,2583
1,1109,male,Michael Kidd-Gilchrist,5,14.46,2582
1,1110,male,Dick Ricketts,5,9.54,2582
1,1111,male,Gary Brokaw,6,13.65,2575
1,1112,male,Bill Calhoun,6,11.15,2573
1,1113,male,Rory White,8,11.73,2573
1,1114,male,Jud Buechler,17,10.65,2566
1,1115,male,Mirza Teletovic,5,12.46,2565
1,1116,female,Kelly Miller,11,13.17,2559
1,1117,male,Stanley Roberts,8,11.38,2555
1,1118,male,Elfrid Payton,3,14.97,2555
1,1119,male,E.C. Coleman,6,10.23,2553
1,1120,male,Dean Meminger,6,11.4,2552
1,1121,male,Lee Mayberry,7,9.73,2546
1,1122,male,Carl Herrera,10,8.15,2546
1,1123,male,Fred Schaus,5,14.84,2545
1,1124,male,Glen Gondrezick,6,13.75,2544
1,1125,male,Chuck Hayes,13,10.88,2542
1,1126,male,Victor Alexander,5,12.84,2542
1,1127,female,Glory Johnson,8,16.59,2531
1,1128,male,Kevin Seraphin,7,12.1,2516
1,1129,male,Jim Spanarkel,5,14.84,2505
1,1130,female,Crystal Robinson,9,14.0,2502
1,1131,female,Stefanie Dolson,9,14.5,2501
1,1132,male,Negele Knight,10,9.47,2493
1,1133,male,Rudy Gobert,4,18.82,2484
1,1134,male,Sam Mack,9,11.88,2483
1,1135,male,Milt Palacio,9,9.72,2474
1,1136,male,Tim Legler,12,9.06,2471
1,1137,male,Darren Daye,7,10.27,2461
1,1138,male,Omer Asik,7,12.91,2457
1,1139,male,Connie Simmons,4,15.55,2444
1,1140,male,Paul Griffin,7,11.26,2443
1,1141,male,George Ratkovicz,6,13.02,2435
1,1142,male,Billy Kenville,6,13.27,2434
1,1143,female,Ruth Riley,13,10.68,2434
1,1144,male,Mark Alarie,5,12.56,2432
1,1145,female,Kelsey Mitchell,5,15.16,2428
1,1146,male,Bruce Seals,3,11.37,2422
1,1147,male,Ian Mahinmi,9,16.27,2421
1,1148,male,Pete Myers,15,10.45,2419
1,1149,female,Svetlana Abrosimova,10,13.35,2414
1,1150,female,Anna DeForge,8,14.56,2413
1,1151,male,Chuck Cooper,7,10.37,2412
1,1152,male,Joel Przybilla,17,8.31,2406
1,1153,male,Jabari Parker,3,16.13,2403
1,1154,male,Tyler Zeller,5,14.74,2384
1,1155,male,Nerlens Noel,5,18.46,2381
1,1156,female,DeMya Walker,13,11.89,2379
1,1157,male,Samaki Walker,10,9.79,2376
1,1158,male,Jaren Jackson,12,9.47,2370
1,1159,male,Steve Novak,17,12.22,2368
1,1160,male,Johan Petro,10,9.77,2364
1,1161,male,Doug Smith,5,10.18,2356
1,1162,male,Cherokee Parks,11,11.33,2355
1,1163,male,Nikola Mirotic,3,16.0,2354
1,1164,female,Alex Bentley,7,12.77,2350
1,1165,male,Anthony Avent,8,7.66,2347
1,1166,male,Steven Adams,4,14.32,2343
1,1167,male,Etan Thomas,9,13.58,2341
1,1168,male,Louie Nelson,7,10.87,2340
1,1169,male,Monk Meineke,5,12.94,2338
1,1170,male,Bill Hewitt,8,9.35,2336
1,1171,male,Rodney Hood,3,12.93,2330
1,1172,male,Med Park,7,11.77,2329
1,1173,male,Langston Galloway,5,10.72,2328
1,1174,male,Len Elmore,8,10.35,2327
1,1175,male,Shelden Williams,12,12.97,2323
1,1176,female,Arike Ogunbowale,4,19.23,2320
1,1177,male,Billy Ray,6,12.03,2320
1,1178,male,Gary Phillips,5,8.02,2319
1,1179,male,Ryan Hollins,16,10.66,2311
1,1180,male,Courtney Alexander,5,11.1,2308
1,1181,male,Carlos Rogers,10,15.1,2308
1,1182,male,Alaa Abdelnaby,9,9.83,2299
1,1183,male,Shabazz Muhammad,4,15.78,2290
1,1184,female,Kia Vaughn,13,11.24,2288
