doc_id,Name,Gender,predictions,GT_score,Gender
1,John Havlicek*,male,26395,26395,male
2,Jason Terry,male,18715,18715,male
8,DeWanna Bonner,female,6184,6184,female
10,Skylar Diggins-Smith,female,4217,4217,female
3,Jeff Malone,male,18679,18679,male
11,Chasity Melvin,female,3814,3814,female
12,Allie Quigley,female,3786,3786,female
4,Jo Jo,male,15525,15525,male
17,Coco Miller,female,2032,2032,female
19,Bridget Pettis,female,1408,1408,female
20,Eva Nemcova,female,1304,1304,female
5,Sidney Moncrief,male,11931,11931,male
21,Katie Mattera,female,1000,1000,female
22,Ukari Figgs,female,980,980,female
6,Eddie House,male,6226,6226,male
24,Alex Montgomery,female,902,902,female
25,Alexis Hornbuckle,female,866,866,female
7,Enes Kanter,male,6194,6194,male
27,Nia Coffey,female,741,741,female
29,Te'a Cooper,female,420,420,female
33,Laura Harper,female,338,338,female
9,Dick McGuire*,male,4800,4800,male
34,Chandi Jones,female,330,330,female
37,Kristy Wallace,female,190,190,female
13,Eduardo Najera,male,3563,3563,male
38,Ashley Shields,female,161,161,female
39,Naz Hillmon,female,150,150,female
14,Ed Fleming,male,2511,2511,male
40,Keisha Hampton,female,139,139,female
41,Charli Collier,female,130,130,female
43,Naomi Mulitauaopele,female,99,99,female
15,Ennis Whatley,male,2185,2185,male
45,Liz Moeggenberg,female,95,95,female
46,Mfon Udoka,female,80,80,female
16,John Crotty,male,2062,2062,male
47,Aisha Sheppard,female,35,35,female
50,Rennia Davis,female,10,10,female
18,Steve Harris,male,1975,1975,male
23,Walter Bond,male,980,980,male
26,Harold Ellis,male,840,840,male
28,Andrew Harrison,male,425,425,male
30,Vincent Yarbrough,male,406,406,male
31,Andre McCarter,male,392,392,male
32,William Avery,male,379,379,male
35,Kostas Papanikolaou,male,249,249,male
36,Armon Johnson,male,204,204,male
42,Phil Hankinson,male,122,122,male
44,Keith Tower,male,98,98,male
48,Larry Moffett,male,16,16,male
49,Kevin Thompson,male,13,13,male
