Run,Kendall Tau,NDKL,Average Exposure
0,0.6457142857142857,0.11450062437876692,0.9871179326315014
1,0.5608163265306122,0.11450062437876692,0.9871179326315014
2,0.5183673469387755,0.11450062437876692,0.9871179326315014
3,0.6424489795918368,0.11450062437876692,0.9871179326315014
4,0.6816326530612244,0.11450062437876692,0.9871179326315014
5,0.4595918367346939,0.11450062437876692,0.9871179326315014
6,0.6,0.11450062437876692,0.9871179326315014
7,0.6244897959183674,0.11450062437876692,0.9871179326315014
8,0.6963265306122449,0.11450062437876692,0.9871179326315014
9,0.4546938775510204,0.08059399000859535,1.0280272667646346
