Run,Kendall Tau,NDKL,Average Exposure
0,0.506938775510204,0.10603656491410847,0.9681274278073948
1,0.5232653061224489,0.13352255773206262,0.8794240551980609
2,0.5608163265306122,0.11069311498018507,0.9803006537822915
3,0.5004081632653061,0.0966610879139479,0.9019996648211593
4,0.5004081632653061,0.10591490027692133,0.9368936210532405
5,0.44979591836734695,0.116861307982338,0.9911279502028182
6,0.5951020408163266,0.06339698366470832,0.9312337769355645
7,0.5281632653061225,0.10553391259482553,0.9664987407670406
8,0.8857142857142857,0.06807373197138779,0.8626301355421634
9,0.5542857142857143,0.1767957172687707,0.7431292821233639
