Run,Kendall Tau,NDKL,Average Exposure
0,0.7404081632653061,0.13786668378857425,1.1275794441204816
1,0.3240816326530612,0.28057556087409546,1.5101659723372942
2,0.2506122448979592,0.23992261173369364,1.273689340514151
3,0.276734693877551,0.33878289245357357,1.5852017387993451
4,0.9461224489795919,0.21689245322094472,0.7410953384654247
5,0.6685714285714286,0.41720380446811206,0.6064003092723149
6,0.8383673469387755,0.26928645767968123,0.6926566683998667
7,0.2179591836734694,0.3510678600091547,1.5979654344018788
8,0.2946938775510204,0.18742752469467186,0.7365781819600072
9,0.8808163265306123,0.21672650014403877,0.7084668151732798
