Position,NDCG_1,NDCG_2,NDCG_3,NDCG_4,NDCG_5,NDCG_6,NDCG_7,NDCG_8
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.9765320908334292,0.9392109814699786,0.9452420562267848,0.9855335242160472,0.9370928163046652,0.9497600930739564,0.9109304608972816,0.9571783400266156,0.9276959167727665
0.9258691231034658,0.9155112073799327,0.9146439282364708,0.9267588234491312,0.9083361788279568,0.9262724567373634,0.8731073469590029,0.9288466026330308,0.8775641194012771
0.8913146073055698,0.8966915024139109,0.8839616463152998,0.8909376947513952,0.8867647125658803,0.912830474274201,0.8483727114318536,0.9033190166015234,0.8478317133599211
0.8881397441643138,0.8862231961568957,0.8635132172770384,0.8789632515931565,0.8654406595580184,0.902570220932856,0.8286574098703882,0.88633267732975,0.8382024638851313
0.8692029665053633,0.8729038714209073,0.8486075720279271,0.8610831637517878,0.8494800740356704,0.893553996192288,0.8089569989357713,0.8801112733464316,0.8208948900129163
0.851268852748424,0.861388204520609,0.8348048033288308,0.8432664193217905,0.8358145442554042,0.8854583009277239,0.7934847758343856,0.8682613276490041,0.8063281028754874
0.8437037488995943,0.8507396928113328,0.8194878713682144,0.8257180572060976,0.8249764150071974,0.8775356931420142,0.7806743954506697,0.8585467622068302,0.8027086469240793
0.8313885490866558,0.8458489544882284,0.8069563170865035,0.808148513461268,0.8157148005059826,0.8684745523280577,0.7699097885953702,0.8500609621556325,0.7907082625370045
0.818562153372019,0.8360157886969244,0.7959106314004026,0.7933900138621413,0.8110944752190452,0.8603278809101735,0.7648972158136076,0.8434775936266038,0.7800901196390644
0.8144396509336449,0.8273372815602216,0.7860709873768498,0.7815905907763564,0.8034008427215051,0.8533180778104356,0.75676964636625,0.8369590205629591,0.7705673375323041
0.8043074816551585,0.8191582719898981,0.7763469378959547,0.7705076532276651,0.7964510552974934,0.8489395383122664,0.7489667838869697,0.8309477309118508,0.7694490335528114
0.7939186020473112,0.8118894533401909,0.7678020246200793,0.759685890308606,0.790002106453336,0.8429312140676486,0.7419507996523244,0.8250818713177098,0.7618060727340823
0.7907701705312116,0.8078400258349047,0.7601805311559077,0.7493959392889179,0.7844334567649573,0.8366987358783998,0.7359777354101785,0.8199013134113613,0.7542602405494845
0.7818638351151707,0.8015423533300723,0.753379027524316,0.7416439466858099,0.7775882801559347,0.8308056413257798,0.7297308159570677,0.8140105639699299,0.7525891750824906
0.7737419003425346,0.7956820100881619,0.7464609201596664,0.7326970478493404,0.7700220795734443,0.8278408133002156,0.7241026761634487,0.8083711406453752,0.7463040615789516
0.7718266550851438,0.7884657069656504,0.7399086696248843,0.7243812972278697,0.7629415671546252,0.8228219714319386,0.7186706002681512,0.8017361686514449,0.7404411205246949
0.7645901184719117,0.7846962933054945,0.7336487262582262,0.7165498971880166,0.7589769707376968,0.8161690520151155,0.7117901753475232,0.7950488995061371,0.7393875776643815
0.7578810136082618,0.7785594065876762,0.7278356766875413,0.7090659062389911,0.7527349296299594,0.8098349973490765,0.7054234611806994,0.7889023462593006,0.7340046007959113
0.7511118525074053,0.7727716178408307,0.722267006862387,0.702122886474682,0.7469005141356188,0.8073006120278742,0.6994364560193119,0.7824821626085496,0.7284591471940232
0.7489807763200135,0.7667556079121611,0.7169624723467003,0.6954584316450118,0.7414631339346667,0.8016433950497756,0.693767603834482,0.7762300368945275,0.7231836362111366
0.7430145864781056,0.7624571262794552,0.7116026886739277,0.6890300484252949,0.7363089746466159,0.7960149386410392,0.6885115714108355,0.7703956206801869,0.7212790538753029
0.7370262235390753,0.7569901042163775,0.7066004612746662,0.683023430671385,0.7314694675033885,0.7904908917100901,0.6832524494011789,0.7646230754304989,0.7157987383036493
0.7324862148476745,0.7511097882658875,0.7014474883914522,0.6773181554903441,0.726936055888457,0.7870040750439745,0.6779877558888645,0.759164673580447,0.710611997973957
0.726491518056877,0.7455937776492784,0.6960173634553136,0.6719599354336728,0.7226364011633104,0.7821351451567289,0.672917586972284,0.7538431149342966,0.7085381628539357
0.7208277415040227,0.740415344266306,0.6904621861239773,0.6669134716129442,0.7183865875077036,0.7771637773041689,0.6677267401396259,0.7488313595207342,0.7034899233978495
0.7154300849481621,0.7355010791076386,0.685016950848559,0.6621466407594793,0.7138686934892484,0.7723235331980449,0.6627326002266006,0.7438224778006243,0.6984622874817381
0.7103242906471042,0.7303706874897623,0.679787816498618,0.6575185035933294,0.7086142564087997,0.767232250144922,0.6578373189341465,0.7390740444082547,0.6964299911220556
0.7053753365761407,0.7253301694036203,0.6745303927790145,0.652968038530137,0.7035412833395879,0.762554520371194,0.6530867365235083,0.7344908807353345,0.691873715764927
0.7004625224043055,0.7199106386816645,0.6678022823746445,0.6485734590959203,0.6985974335094727,0.7579968210919399,0.6485878578844184,0.7295745453923275,0.6869970437958308
0.6956996425653689,0.7144620222336175,0.6603109741506623,0.6442865975913517,0.6937922435235737,0.753605321801953,0.6441757208996183,0.7248314857335288,0.6822796257702894
0.6897534723490004,0.7091563023697233,0.6526991272574866,0.6401955158129338,0.6890690463470288,0.7493664370981916,0.6396554641265488,0.7202324431644134,0.6800223838881942
0.6840226476855686,0.7046445468459985,0.6449990679777223,0.6362702357584221,0.6845716823198637,0.7448333114858806,0.6346520027167791,0.7158458746639895,0.6754701482364044
0.6784481674532917,0.6995126900923087,0.6376300396859989,0.6324226780474759,0.6797162857502324,0.7403451444331964,0.62987609426031,0.711031242280045,0.6710370182694966
0.6722018278582966,0.6939907297119794,0.6304178016967059,0.6286238263352417,0.6747157239145807,0.7360076041095677,0.6251449292168224,0.7063201005734747,0.6685825326305876
0.666208917317992,0.6885495169085705,0.6230701380827557,0.6248036699722823,0.6698945771202213,0.731104415557319,0.6203728894342826,0.7009500546036811,0.6644696351294479
0.6603405779028229,0.6845126641582177,0.6145039807106043,0.6208826347552397,0.6650605553782606,0.7262037023535728,0.6155406012951912,0.6955013226986748,0.660488773328347
0.6547076647040986,0.6789335857856803,0.6062559656065581,0.6168436076428917,0.6603650972302101,0.7215073317862379,0.6108274814273239,0.6887287315444779,0.657869935218049
0.6487681134149198,0.6735096725622394,0.5958090993693904,0.6125892995438627,0.655764142179303,0.7168928449060482,0.6056405443080238,0.6819996846325349,0.6536119288556953
0.642149659899937,0.667614009950754,0.5985766745291753,0.6084752272488767,0.6513101889602311,0.7123028362479756,0.6005633387570626,0.6747859040589221,0.6479794715860528
0.6357842831528454,0.664016862826787,0.599752884303497,0.6043956464362621,0.6465864095585403,0.7076163941182193,0.5954637963772467,0.6677719597018297,0.6448857155831247
0.6294579446738482,0.6580515939235082,0.6005472381429708,0.6001062546139296,0.6418381225610899,0.7024660408631969,0.5904722494085672,0.660917522136535,0.6395385524380828
0.6232504321041556,0.6512021146527535,0.6010938215604048,0.5955313351329589,0.6366553470304048,0.6968722807599804,0.5856445846209423,0.6533561266250908,0.6340421542106945
0.6172568075891873,0.6436021404179573,0.6014273040284768,0.5892207604971571,0.631480077300182,0.6904518824078067,0.5808009763627411,0.6458781154416131,0.6307069093872699
0.6110798084553409,0.6398020612610453,0.601656264560009,0.5827656131179404,0.6264665613926111,0.6818180129345011,0.5757831428911295,0.6380388637728408,0.6253309564569918
0.6047636024751629,0.6324095005283498,0.6017080650790989,0.5759645057741996,0.6212463462795881,0.6733947219010307,0.5704578423314454,0.6304462820622202,0.6196611135368896
0.5979012034615699,0.6248295659290244,0.6016239075286992,0.5690935976309393,0.6159031025379296,0.6651951180372452,0.5647340987548897,0.6229941241641878,0.614038392101095
0.5902576328156305,0.6169819673868487,0.6006715054214068,0.5622200567330418,0.6098053991729478,0.6570192781501432,0.5591048479898924,0.6156186062707375,0.6067792988882583
0.582238600263874,0.6122048456231093,0.5982222631701497,0.5553165642152941,0.6038807526897676,0.6490805002510341,0.5521976299873391,0.6078191790038852,0.5992062621102547
