Run,Kendall Tau,NDKL,Average Exposure
0,0.9510204081632653,0.14503758800562286,0.7861714276193138
1,0.8138775510204082,0.061213540664911366,0.9127869708168482
2,0.756734693877551,0.05727869352456925,0.9178096536326554
3,0.8791836734693877,0.060815022889217134,0.894505065922716
4,0.986938775510204,0.0707580605108683,0.8606317235046975
5,0.7028571428571428,0.05727869352456925,0.9178096536326554
6,0.8824489795918368,0.05943918543559931,0.8987615317109816
7,0.8236734693877551,0.12476048962827682,0.7815394398782461
8,0.8677551020408163,0.05898722813575644,0.9537436681554602
9,0.6995918367346938,0.05727869352456925,0.9180641654106346
