Run,Kendall Tau,NDKL,Average Exposure
0,0.4922448979591837,0.10866570101198912,0.9752652657810794
1,0.6261224489795918,0.10672997033905017,0.8445804993344367
2,0.6538775510204081,0.10184613093085715,0.9258512687618347
3,0.6277551020408163,0.10183691492693547,0.8440630407675939
4,0.4987755102040816,0.10614503084843514,0.9372713988757172
5,0.7453061224489796,0.13464503677526135,0.8070152934293797
6,0.6277551020408163,0.10626007723344086,0.8514345172162198
7,0.5575510204081633,0.09989093501879961,0.950382842219384
8,0.7387755102040816,0.05744274504057406,0.9169807981980014
9,0.7257142857142858,0.11178393385953604,0.8314754039385727
