Run,Kendall Tau,NDKL,Average Exposure
0,0.8497959183673469,0.05727869352456925,1.0895505359330644
1,0.9934693877551021,0.15147502007638503,0.8491754518119585
2,0.2342857142857143,0.4825566388577989,1.7062151958700034
3,0.356734693877551,0.4825566388577989,1.7062151958700034
4,0.846530612244898,0.09961305691526366,1.1854886292636766
5,0.9722448979591837,0.1374945630050872,0.8627230108928388
6,0.9640816326530612,0.11588513041342172,0.9976168268360931
7,0.9804081632653061,0.13410629624139947,0.9787095997571086
8,0.41061224489795917,0.4825566388577989,1.7062151958700034
9,0.9379591836734694,0.11319831695594681,0.9115555518399885
