Run,Kendall Tau,NDKL,Average Exposure
0,0.5853061224489796,0.1072078499696257,0.8659317583688148
1,0.7420408163265306,0.17011568355727105,0.7493628238964437
2,0.7289795918367347,0.13765639597485113,0.8431815986258628
3,0.996734693877551,0.26127159276861095,0.670223955641593
4,1.0,0.22084378677978664,0.6981322846075013
5,0.7404081632653061,0.22230988658286563,0.7362288957787437
6,0.9559183673469388,0.14116095482978702,0.7606493810069083
7,0.9542857142857143,0.18584218405300715,0.7191965311310534
8,0.5787755102040816,0.13205713745749295,0.8585929874315446
9,0.856326530612245,0.13349234694977918,0.7803037423426655
