Position,NDCG_1,NDCG_2,NDCG_3,NDCG_4,NDCG_5,NDCG_6,NDCG_7,NDCG_8
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.9765320908334292,0.9392109814699786,0.9452420562267848,0.9855335242160472,0.9370928163046652,0.9109304608972816,0.9571783400266156,0.9758587474510464,0.9276959167727665
0.9145694986182754,0.9073852371396384,0.8872209303705154,0.8897706250408364,0.8871491930063033,0.8487413915468863,0.9058949861258436,0.9420899296884858,0.8917362534690415
0.8740340454138453,0.8710536686421332,0.8445363469353564,0.8370461375533091,0.8586043636769564,0.8124596902123494,0.873185543278243,0.9167269287688964,0.8420786294868897
0.87312647973505,0.8667438711930722,0.8406396593411392,0.8321425403345062,0.8528223794587414,0.8042297169721747,0.8683633515687216,0.9096727251241744,0.8314365565411773
0.8511940828847069,0.8458820214110176,0.8174820634395812,0.801714822875045,0.8363858395117729,0.7832638672031711,0.8473334986111307,0.8878036712601736,0.8060294122588237
0.8303310606577036,0.828867781489857,0.7978133356454323,0.7757511081527197,0.8218812887232168,0.7670139029380222,0.8276767218088305,0.870166147571027,0.7863420460460882
0.8247679912587992,0.8279132703653999,0.7948168313411957,0.7725029037978758,0.8185419436690275,0.763740344336198,0.827751543652202,0.86696140826118,0.7834016515450762
0.8075877605329377,0.811757593636985,0.7811822268522837,0.7541167677343515,0.8082036440761691,0.7513951000678073,0.8126828083784255,0.854067228656325,0.7690730388328854
0.7930547674518311,0.7968780782406921,0.769700862216612,0.7382959089800838,0.7990902321168516,0.7370754978451289,0.7985391181827356,0.8431179724216353,0.7559321002562078
0.7801249698204284,0.7837177542438251,0.7587696443073038,0.724292294724052,0.7869237845663017,0.7247699668059414,0.7851176980800818,0.8335608017456037,0.7444576294211753
0.7788693089119576,0.783606348856132,0.7573571066668746,0.7237302082479679,0.7845979162097957,0.7233552695003164,0.7846875794887811,0.8320366082585665,0.7428988295794273
0.7684808604684923,0.7716953552508106,0.7483193380400596,0.7114438593484796,0.7743276766761644,0.7133959845791595,0.7738588655483221,0.8235478666912323,0.7323450355236802
0.7584492031426596,0.7611391284331682,0.7399528870775408,0.7005121466449812,0.7651130785447953,0.7043823428775363,0.7639103993069664,0.8158823534588454,0.7221252087191106
0.7579732507114157,0.7612037785678495,0.7394477926054207,0.7010483241848638,0.7623353904570369,0.7038167375288519,0.7643345584892943,0.8152669602969752,0.7217804088033348
0.7495184032608145,0.7523482832347558,0.7320829275086288,0.6918301565967143,0.7545062638409294,0.6962830486940801,0.7552490434505341,0.8081953111191135,0.7127675623623037
0.7412793064887736,0.7442638931544938,0.7252178937616657,0.6832688018168381,0.7473587644813285,0.6884740375378193,0.7458887781192812,0.8017511895275837,0.7045801528509177
0.7406932710840081,0.7443697002976479,0.725218255725835,0.682673679372552,0.7454530245842573,0.6867434637314344,0.7460637711549973,0.8014959933364675,0.7048093495943394
0.7326323708015312,0.73636786575964,0.718755053121898,0.6750246804427309,0.7389528538837995,0.6791257555407423,0.7378102093982277,0.7959109433165392,0.6968524534678272
0.7250760045133655,0.7280562514757425,0.7122339049034483,0.6676507615624722,0.7305512246418404,0.671861938365133,0.7302008116273586,0.7906283427800742,0.6893930488765464
0.7179043619406221,0.7199321861034477,0.7054940566651717,0.660789105359875,0.722621916193382,0.6705245628678664,0.7221716519604741,0.7855057335289357,0.6821290383844325
0.7180566639129111,0.7201686462653748,0.7044487288721645,0.6596833641406964,0.7210064847063017,0.6639792432952624,0.722892561253501,0.7848808732931876,0.682678061314326
0.7113845744801005,0.7127632396836766,0.6979715510905639,0.6534603123952447,0.7137823261139048,0.656259443066207,0.7155612523999515,0.7802396796372877,0.6760675839736188
0.7031607310340232,0.7054194766738214,0.6916811925572753,0.647470376274295,0.7057242522791868,0.6553926636482782,0.7045845586942577,0.7752296996217226,0.6698416006046765
0.7036102726915612,0.705882411263291,0.6905685577957548,0.6459510093918763,0.7043214507998182,0.648472238501684,0.7056815988594868,0.7748890119639253,0.6700454595711618
0.6947167247727778,0.698420440243621,0.6848210383749824,0.6403280653522958,0.697030045370543,0.6410334096625677,0.6942780131948092,0.7703477138205713,0.664360334313688
0.686135607486268,0.691184237917043,0.6790752046165074,0.6342891475282953,0.6898725275062666,0.6403028205629139,0.6834276823092533,0.764626445289504,0.6581907004569696
0.6860401302375813,0.6910618307723655,0.6782235755814648,0.6328418919849763,0.688322625112637,0.6334447153138033,0.6845409377203352,0.7637393532469626,0.6582782092772056
0.6781984986441184,0.6837251446874794,0.6700107138689056,0.6268207965520368,0.681744191664363,0.6259501168628911,0.6730703910416077,0.7583095779194067,0.650409843798756
0.668885429970078,0.6766846943275749,0.661709677868508,0.6204495714828657,0.6753408315630649,0.6251474016244573,0.6619356374769898,0.7499693149280617,0.642472254783524
0.6600452305561733,0.6768214496331824,0.6612966743893043,0.6111611851240082,0.6684179309775687,0.6179975683622451,0.6632546102254341,0.7397523328906888,0.6428187650949223
0.6594176595508028,0.6694881651927742,0.6531929126735222,0.6102588502208078,0.6666396025830164,0.6110628471864532,0.6520735367556307,0.7392950234389617,0.6351740549503986
