Run,Kendall Tau,NDKL,Average Exposure
0,0.6718367346938775,0.1114995031209771,0.9558834623016975
1,0.6326530612244898,0.11124933708505158,0.955926230880237
2,0.5493877551020409,0.10732723681870067,0.9715095593104804
3,0.7159183673469388,0.10887940050136423,0.9502255080373593
4,0.6979591836734694,0.10691538697139684,0.9928366821534712
5,0.4906122448979592,0.10732723681870067,0.9715095593104804
6,0.5869387755102041,0.09671460983665665,1.0996587309697117
7,0.6195918367346939,0.10732723681870067,0.9715095593104804
8,0.6538775510204081,0.11227838434889417,1.0023762320868401
9,0.49714285714285716,0.07734635840635858,1.051428800438527
