q_id,Gender,Name,NumSeasons,AvgPER,CareerPoints
1,male,Greg Anderson,13,12.62,5245
1,male,Keith Bogans,15,9.48,5243
1,male,Kurt Rambis,18,12.09,5242
1,male,Sean Rooks,16,11.09,5241
1,male,Mitch Kupchak,9,14.23,5202
1,female,Nneka Ogwumike,11,24.32,5194
1,male,Sidney Green,12,11.57,5173
1,male,Jon Barry,16,13.69,5170
1,male,Allan Bristow,9,14.24,5122
1,male,Andre Drummond,5,21.54,5120
1,female,Swin Cash,15,13.61,5119
1,male,George Lynch,12,12.54,5109
1,male,Carlos Arroyo,17,12.54,5101
1,male,Alan Henderson,12,14.58,5094
1,male,Woody Sauldsberry,8,8.09,5094
1,male,Chandler Parsons,6,14.1,5086
1,male,Drazen Petrovic*,6,16.22,5084
1,male,Keyon Dooling,13,10.93,5067
1,male,Ben Poquette,12,11.91,5063
1,male,James Silas,6,16.37,5060
1,male,Matt Geiger,10,13.1,5059
1,male,Martell Webster,10,9.13,5056
1,male,Andrew Bynum,10,17.95,5047
1,female,Tangela Smith,15,14.91,5046
1,male,Mickael Pietrus,12,10.81,5039
1,male,Patrick Patterson,11,13.68,5038
1,male,T.R. Dunn,14,10.23,5033
1,male,Curtis Perry,10,12.06,5016
1,female,Taj McWilliams-Franklin,14,18.78,5013
1,male,K.C. Jones*,9,10.5,5011
1,male,Larry Steele,9,12.41,5009
1,male,Andrew Wiggins,3,15.63,4995
1,male,Stromile Swift,13,13.58,4987
1,female,Maya Moore,8,24.48,4984
1,male,Zaid Abdul-Aziz,14,13.75,4978
1,male,Jamaal Magloire,14,9.73,4973
1,male,Erwin Mueller,13,10.52,4967
1,male,Malik Sealy,8,13.16,4955
1,male,Bryant Reeves,6,13.15,4945
1,male,Frank Johnson,10,12.57,4937
1,male,Ryan Gomes,8,10.2,4926
1,male,Jerome Whitehead,18,9.24,4918
1,male,Clark Kellogg,5,17.34,4918
1,male,Ron Behagen,13,6.99,4914
1,male,Johnny Moore,11,11.91,4898
1,male,Kurt Nimphius,12,11.08,4889
1,male,Nat Clifton*,7,14.0,4882
1,male,Maurice Evans,13,11.59,4872
1,male,Tim McCormick,10,11.67,4871
1,male,Al Thornton,8,11.95,4855
1,male,Mel Hutchins,7,14.29,4851
1,male,Lloyd Neal,7,13.33,4846
1,male,Jeremy Lin,7,16.07,4842
1,male,Clemon Johnson,12,12.5,4811
1,male,Tony Massenburg,19,9.27,4806
1,male,Ron Williams,8,12.44,4797
1,male,Nick Weatherspoon,9,12.13,4797
1,male,T.J. Ford,8,14.33,4797
1,male,Otis Smith,8,14.29,4792
1,male,Thabo Sefolosha,13,11.35,4789
1,male,Bobby Wanzer*,6,17.57,4784
1,male,Wes Matthews,13,13.56,4781
1,male,Glen Davis,10,12.24,4752
1,male,Jack McMahon,10,9.12,4751
1,female,Alana Beard,14,14.7,4740
1,male,Giannis Antetokounmpo,4,17.62,4737
1,male,Derrick Williams,10,12.02,4735
1,male,Nate McMillan,12,14.22,4733
1,male,Jodie Meeks,10,12.59,4731
1,male,Sebastian Telfair,14,11.01,4722
1,male,Juan Dixon,11,12.17,4719
1,female,Chamique Holdsclaw,11,21.74,4716
1,male,Jim McElroy,9,11.27,4713
1,male,Delonte West,10,13.29,4705
1,male,Anderson Varejao,15,14.79,4699
1,male,Micheal Williams,12,11.12,4689
1,male,JaVale McGee,13,17.33,4663
1,male,George Mikan*,4,25.38,4661
1,male,Jerome Williams,13,15.38,4659
1,male,Jamaal Tinsley,11,12.1,4652
1,male,Francisco Garcia,12,11.2,4644
1,male,Billy McKinney,9,13.11,4641
1,male,Earl Lloyd*,8,10.39,4639
1,male,Troy Hudson,11,12.57,4637
1,male,Ronnie Brewer,14,10.23,4637
1,male,Kendrick Perkins,17,10.32,4631
1,male,Sarunas Marciulionis*,7,15.71,4631
1,male,Joe Ellis,8,11.8,4623
1,male,Victor Oladipo,4,14.95,4618
1,male,Luc Longley,12,11.6,4618
1,male,Buck Johnson,7,11.94,4617
1,male,Mike Evans,11,10.68,4614
1,female,Penny Taylor,13,22.32,4606
1,male,Harrison Barnes,5,12.56,4605
1,male,Lester Conner,14,13.79,4597
1,male,Dorell Wright,11,12.27,4597
1,male,Tom Boerwinkle,10,15.55,4596
1,male,Terrence Ross,7,12.27,4589
1,male,Vitaly Potapenko,15,8.83,4578
1,male,Bob Gross,8,13.9,4567
1,male,Gary Neal,11,11.07,4561
1,male,Terry Furlow,8,15.99,4544
1,male,Bison Dele,8,15.63,4536
1,male,Austin Croshere,14,13.16,4515
1,female,Brittney Griner,9,24.61,4494
1,male,Pervis Ellison,11,12.06,4494
1,male,Alvin Williams,11,10.15,4485
1,male,Wayne Ellington,10,11.0,4483
1,male,Anthony Parker,9,14.1,4478
1,male,Roger Phegley,12,12.28,4476
1,male,Jerry Sichting,14,9.85,4475
1,male,Fred Foster,10,9.71,4462
1,male,Wally Walker,10,11.58,4451
1,female,Kristi Toliver,13,15.63,4434
1,male,Slick Watts,8,13.45,4431
1,male,Eddie Jordan,13,10.91,4410
1,male,Jim Brewer,11,11.35,4407
1,male,John Williams,8,13.26,4406
1,male,Jim Davis,11,12.77,4391
1,male,Tristan Thompson,6,15.18,4378
1,male,Dennis Hopson,7,12.54,4376
1,male,Greivis Vasquez,9,11.82,4349
1,male,C.J. Watson,10,12.53,4344
1,male,Isaac Austin,11,12.88,4340
1,male,Mark Bryant,18,7.89,4326
1,male,Randy Wittman,11,9.43,4325
1,male,Marquis Daniels,10,12.42,4319
1,male,Omri Casspi,11,11.69,4302
1,female,Sophia Young-Malcolm,9,19.49,4300
1,male,Earl Tatum,8,12.71,4293
1,male,Edgar Jones,10,14.29,4276
1,male,Richard Washington,8,11.54,4256
1,male,John Barnhill,9,10.88,4247
1,female,Vickie Johnson,13,16.15,4245
1,female,Yolanda Griffith,11,24.01,4238
1,male,Steve Colter,12,12.03,4227
1,male,Anthony Tolliver,13,8.95,4226
1,male,George King,6,14.08,4219
1,male,Slick Leonard*,7,9.83,4204
1,male,Foots Walker,10,13.27,4199
1,male,Pat Riley*,11,10.56,4195
1,male,Bobby Simmons,10,9.95,4189
1,male,Earl Cureton,14,9.15,4188
1,male,Charlie Criss,12,11.85,4182
1,male,David Wingate,15,9.99,4166
1,male,Jonas Valanciunas,5,19.0,4160
1,female,Rebekkah Brunson,15,17.56,4147
1,male,Marvin Webster,9,12.7,4137
1,male,Si Green,10,10.93,4132
1,male,Jim Krebs,7,11.47,4128
1,male,Bob Hansen,11,8.74,4125
1,male,Luc Mbah,11,10.39,4119
1,male,Carlos Delfino,8,12.07,4115
1,male,Ron Lee,10,11.03,4111
1,male,Chris Whitney,13,11.54,4093
1,male,Michael Brooks,6,12.85,4086
1,male,Mike Bratz,9,11.0,4081
1,male,Chris Childs,11,10.18,4072
1,male,Khris Middleton,5,14.26,4070
1,male,Brian Taylor,6,13.97,4064
1,male,Jae Crowder,7,13.36,4041
1,male,Erick Strickland,11,12.32,4040
1,male,Jerry Reynolds,8,14.54,4036
1,male,Dennis Awtrey,16,8.91,4023
1,male,Michael Carter-Williams,6,13.75,4019
1,male,Pat Garrity,10,8.68,4017
1,male,Dante Cunningham,10,11.61,4004
1,female,Asjha Jones,12,15.47,4004
1,male,Wayne Hightower,9,10.5,3978
1,male,Reggie Johnson,9,12.29,3974
1,female,Deanna Nolan,9,16.63,3971
1,male,Vincent Askew,14,9.46,3961
1,female,Nykesha Sales,9,18.96,3955
1,male,Jason Caffey,10,12.19,3951
1,male,Chris Duhon,9,10.07,3946
1,male,Darrick Martin,15,9.82,3940
1,male,Kenny Gattison,9,10.54,3923
1,male,Oliver Miller,11,14.11,3919
1,male,Don Collins,8,13.51,3914
1,male,Rick Adelman,10,10.96,3898
1,male,Reggie King,6,12.08,3898
1,male,Timofey Mozgov,11,13.97,3889
1,male,Jordan Farmar,10,13.24,3888
1,male,Jon Sundvold,9,12.06,3886
1,male,Reggie Evans,17,11.58,3880
1,male,Mitchell Wiggins,6,13.17,3877
1,male,David Benoit,9,11.53,3875
1,female,Jewell Loyd,8,17.62,3868
1,male,Tom Hammonds,14,9.62,3865
1,male,Trenton Hassell,11,7.2,3864
1,male,Chris Andersen,17,15.55,3860
1,female,Betty Lennox,12,15.07,3856
1,male,Kevin Ollie,23,9.24,3844
1,male,Bob Davies*,4,18.0,3840
1,male,James Johnson,10,13.45,3840
1,male,Marc Jackson,11,12.98,3839
1,female,Tiffany Hayes,10,17.3,3828
1,male,Rick Roberson,7,12.77,3826
1,male,Chris Dudley,18,9.04,3823
1,male,Bojan Bogdanovic,5,12.72,3813
1,male,Speedy Claxton,9,13.39,3808
1,male,Lance Stephenson,12,10.42,3801
1,male,Don May,9,12.86,3792
1,male,Dave Wohl,13,10.28,3774
1,male,Barney Cable,12,10.68,3770
1,male,Sasha Vujacic,12,9.8,3750
1,male,Toney Douglas,12,11.83,3745
1,male,Chris Mihm,10,12.95,3744
1,male,P.J. Tucker,8,11.56,3741
1,male,Will Perdue,13,12.85,3740
1,male,Armond Hill,12,8.68,3734
1,male,Dino Radja,4,16.67,3733
1,male,John Brown,9,8.96,3726
1,male,Felton Spencer,14,10.66,3726
1,male,Popeye Jones,11,10.75,3726
1,male,Tom Boswell,8,12.81,3724
1,female,Breanna Stewart,6,25.9,3723
1,male,Em Bryant,8,9.93,3722
1,male,James Jones,14,10.61,3717
1,female,Kayla McBride,9,16.09,3707
1,male,Wesley Johnson,7,10.0,3704
1,male,Duane Ferrell,11,10.49,3704
1,male,Cornell Warner,11,11.41,3700
1,male,Jeff Turner,10,8.06,3697
1,male,Scott May,7,13.41,3690
1,male,Mikki Moore,19,12.6,3681
1,male,Sam Vincent,9,13.8,3679
1,female,Kara Lawson,13,16.12,3679
1,female,Courtney Vandersloot,12,16.77,3671
1,male,Jordan Hill,12,15.32,3670
1,male,Mason Plumlee,6,17.92,3670
1,male,Dave Piontek,9,10.9,3668
1,male,Scott Brooks,12,14.6,3658
1,male,Ricky Rubio,6,15.97,3653
1,male,Toby Knight,4,14.22,3640
1,male,Fred Jones,9,10.34,3618
1,male,Dahntay Jones,15,8.84,3615
1,male,Danny Fortson,10,14.9,3615
1,male,Kevin Restani,12,9.95,3613
1,male,Tyrus Thomas,10,16.39,3601
1,male,Jason Smith,9,13.12,3599
1,male,Jannero Pargo,17,10.44,3589
1,male,Dick Garrett,7,9.07,3576
1,female,Mwadi Mabika,12,14.69,3572
1,male,Karl-Anthony Towns,2,24.25,3564
1,male,Linas Kleiza,7,11.8,3561
1,female,Shannon Johnson,11,15.46,3554
1,male,Dudley Bradley,11,9.85,3554
1,male,Jarvis Hayes,7,10.99,3553
1,female,Camille Little,13,12.08,3551
1,male,Josh Childress,8,12.5,3548
1,male,Red Rocha,5,13.0,3537
1,male,Devean George,11,10.1,3536
1,male,Roy Tarpley,6,19.38,3533
1,male,Keon Clark,8,14.05,3522
1,male,Brandan Wright,14,18.95,3522
1,male,Jeff Cook,14,9.99,3521
1,male,Jon Koncak,11,9.81,3520
1,male,Bob Harrison,8,8.0,3520
1,male,Greg Ostertag,11,12.79,3512
1,female,Tamecka Dixon,13,13.82,3500
1,female,Tammy Sutton-Brown,12,16.66,3498
1,male,Shannon Brown,15,7.99,3497
1,male,Jack Nichols,5,13.28,3483
1,female,Sancho Lyttle,15,17.91,3482
1,male,Jason Maxiell,10,11.98,3481
1,male,Jonas Jerebko,9,13.53,3479
1,male,Ervin Johnson,13,11.15,3473
1,male,Jayson Williams,9,13.31,3472
1,male,Toby Kimball,9,11.88,3470
1,male,Chase Budinger,9,12.08,3469
1,male,Patty Mills,8,15.25,3464
1,male,Steve Kuberski,11,10.2,3455
1,male,Jared Jeffries,15,9.1,3449
1,male,Austin Rivers,7,10.14,3449
1,female,Ivory Latta,11,14.27,3447
1,male,Kosta Koufos,11,14.57,3440
1,female,Jasmine Thomas,12,11.81,3437
1,male,Larry Krystkowiak,9,12.73,3425
1,female,Nicole Powell,11,14.76,3424
1,male,Darius Songaila,8,11.9,3415
1,male,Willie Norwood,9,12.77,3407
1,male,Nikola Pekovic,6,16.1,3405
1,male,Jason Kapono,9,8.78,3398
1,male,Jim Petersen,8,10.2,3397
1,male,Chico Vaughn,7,10.91,3391
1,male,Roger Mason,12,8.27,3385
1,male,Jim Pollard*,4,15.38,3376
1,female,Tamika Whitmore,11,13.41,3363
1,female,Epiphanny Prince,13,17.31,3363
1,female,Michelle Snow,12,16.45,3358
1,male,Mike O'Koren,8,11.43,3355
1,male,Tim Perry,10,12.0,3354
1,female,Sheri Sam,10,14.35,3353
1,female,Andrea Stinson,9,19.02,3351
1,male,Alonzo Gee,13,9.72,3326
1,male,Jumaine Jones,8,11.04,3325
1,female,Tanisha Wright,14,11.33,3324
1,male,Darnell Hillman,6,12.3,3318
1,male,Walter McCarty,12,8.88,3316
1,male,Charles Jones,23,7.93,3311
1,male,Bill Wennington,13,10.62,3301
1,male,Greg Kelser,8,13.11,3298
1,male,Darko Milicic,14,8.56,3294
1,male,Hub Reed,9,9.23,3292
1,male,Lee Shaffer,3,13.93,3291
1,male,Chuck Noble,7,9.0,3276
1,male,Bill Willoughby,10,10.85,3273
1,male,Matt Bullard,11,11.74,3270
1,male,Paul Mokeski,16,8.27,3268
1,male,Jeff Grayer,11,8.28,3267
1,male,Michael Dickerson,5,11.18,3257
1,male,Will Barton,7,13.13,3253
1,male,Trevor Booker,7,15.0,3251
1,male,Fred Scolari,6,12.65,3246
1,male,Mike Farmer,9,8.44,3245
1,male,Dennis Schroder,4,13.28,3244
1,male,Willie Burton,8,11.92,3243
1,male,Iman Shumpert,8,10.49,3233
1,male,Stacey King,12,10.33,3228
1,male,Darrell Arthur,8,11.94,3228
1,female,Margo Dydek,11,19.54,3220
1,male,Corky Calhoun,10,9.91,3218
1,male,Charlie Bell,9,7.19,3212
1,male,Michael Doleac,12,10.68,3207
1,male,Ernie DiGregorio,7,10.63,3201
1,male,Michael Curry,13,6.77,3197
1,male,Matt Carroll,14,7.37,3196
1,male,Marko Jaric,7,11.66,3193
1,male,Andrew DeClercq,12,11.88,3186
1,male,Butch Carter,8,7.15,3157
1,male,Jim Loscutoff,9,7.4,3156
1,male,Dave Meyers,4,14.02,3149
1,male,Larry McNeill,10,16.6,3148
1,male,Randy Brown,12,10.17,3148
1,female,Wendy Palmer,11,16.67,3140
1,male,Jim Baechtold,5,13.36,3123
1,male,Anthony Carter,15,8.99,3119
1,male,Daniel Gibson,7,10.37,3115
1,male,Adam Keefe,9,12.24,3107
1,male,Andy Phillip*,6,12.47,3100
1,male,Charlie Tyra,5,11.86,3091
1,male,Alvin Scott,8,10.99,3088
1,male,Derek Strong,10,12.58,3088
1,male,Craig Smith,6,15.87,3080
1,female,Chelsea Gray,8,17.11,3073
1,male,Melvin Turpin,5,13.82,3071
1,male,James Robinson,9,10.32,3065
1,male,Pete Chilcutt,14,10.84,3064
1,male,Terry Davis,10,10.03,3061
1,male,Kelvin Cato,12,12.83,3058
1,male,Greg Foster,17,9.32,3048
1,female,Erika de Souza,12,16.75,3046
1,female,Shameka Christon,11,13.56,3044
1,male,Shellie McMillon,6,13.02,3035
1,male,Marc Iavaroni,11,7.75,3035
1,male,Alec Burks,6,13.37,3034
1,male,Rashad McCants,6,12.42,3033
1,male,Dion Glover,8,12.49,3027
1,male,Terrence Jones,7,14.54,3013
1,male,Adonal Foyle,14,12.0,3006
1,female,Marie Ferdinand-Harris,10,14.33,3001
1,male,Kent Bazemore,7,10.94,2992
1,male,Lee Nailon,9,13.62,2963
1,male,Freddie Boyd,8,9.25,2961
1,male,Lee Winfield,7,12.6,2959
1,male,Monty Williams,11,9.52,2952
1,male,Anthony Bowie,8,11.48,2945
1,male,Corie Blount,17,10.57,2945
1,male,Tyrone Nesby,6,11.52,2943
1,male,Hassan Whiteside,5,14.56,2942
1,male,Scott Burrell,10,12.45,2941
1,male,Togo Palazzi,8,14.09,2938
1,male,Dwight Davis,5,11.62,2936
1,male,Marcus Banks,14,10.92,2934
1,male,Will Bynum,8,12.61,2921
1,male,Coby Dietrick,7,11.09,2915
1,male,Gary Gregor,5,11.72,2905
1,male,Bostjan Nachbar,10,8.95,2903
1,male,John Wallace,7,13.36,2901
1,female,Jennifer Gillom,7,18.0,2898
1,male,Don Barksdale*,4,15.25,2895
1,female,Natalie Williams,7,20.19,2894
1,male,Jared Sullinger,5,14.02,2893
1,male,Greg Buckner,10,10.29,2878
1,male,Art Williams,7,13.67,2876
1,male,Odie Spears,5,13.8,2875
1,male,Malik Allen,14,10.39,2866
1,male,DeJuan Blair,7,13.91,2865
1,male,Sasha Pavlovic,13,7.12,2863
1,female,Iziane Castro Marques,11,10.77,2862
1,male,Rumeal Robinson,11,9.74,2853
1,female,Alyssa Thomas,9,15.98,2850
1,female,A'ja Wilson,5,24.6,2849
1,male,Andy Johnson,4,10.88,2847
1,male,Trey Burke,4,12.5,2832
1,male,Gus Gerard,13,14.19,2829
1,male,Joe Wolf,15,5.33,2829
1,male,Art Harris,6,8.62,2827
1,male,Larry Wright,6,7.93,2824
1,male,Ed Ratleff,5,12.64,2813
1,male,Jason Collins,17,4.99,2802
1,male,Tony Smith,11,10.41,2802
1,male,Whitey Skoog,6,10.45,2800
1,male,Cliff Meely,7,12.84,2795
1,male,Bob Houbregs*,6,15.75,2794
1,male,Hank Finkel,9,11.68,2790
1,male,Kyle Singler,7,8.29,2783
1,male,Devin Booker,2,13.25,2774
1,male,Shammond Williams,11,14.72,2774
1,male,Brad Sellers,8,10.24,2773
1,male,Ralph Simpson,8,10.78,2773
1,male,Al Skinner,8,10.68,2771
1,female,Dominique Canty,13,12.22,2762
1,female,Natasha Howard,9,17.63,2751
1,female,Ticha Penicheiro,15,13.19,2747
1,male,Ken Charles,5,11.54,2747
1,male,Ben McLemore,4,9.12,2742
1,female,Emma Meesseman,8,20.85,2738
1,male,Dick Schnittker,5,13.54,2735
1,male,Dan Dickau,10,9.74,2727
1,male,Chris Carr,10,11.57,2726
1,male,Moochie Norris,15,10.09,2721
1,male,Richard Anderson,8,13.57,2708
1,male,Patrick Beverley,5,13.02,2708
1,female,Adrienne Goodson,7,16.0,2705
1,male,Brian Cook,15,8.71,2705
1,male,Luke Walton,12,9.55,2704
1,male,Doug Overton,19,8.81,2694
1,male,Marty Conlon,11,11.89,2687
1,male,Shelvin Mack,11,10.82,2685
1,male,Jackie Moreland,5,12.34,2684
1,male,Smush Parker,9,8.14,2682
1,male,Robert Covington,4,14.02,2681
1,male,Charles Davis,12,9.3,2676
1,male,Leon Wood,10,14.19,2674
1,male,Tariq Abdul-Wahad,10,9.93,2662
1,female,Riquna Williams,10,15.89,2659
1,female,Jonquel Jones,6,25.15,2657
1,male,Duane Causwell,11,10.71,2648
1,female,Essence Carson,13,11.85,2647
1,male,Maurice Harkless,5,11.84,2646
1,male,Tony Brown,13,8.71,2645
1,female,Tamera Young,12,10.67,2641
1,male,Jamario Moon,9,11.03,2639
1,male,Gorgui Dieng,4,16.25,2639
1,male,Sharone Wright,6,13.17,2638
1,female,Liz Cambage,6,25.35,2634
1,male,Kelly Olynyk,4,15.65,2628
1,female,Temeka Johnson,11,12.79,2620
1,female,Leilani Mitchell,13,12.39,2618
1,male,Danny Vranes,7,8.93,2613
1,female,Courtney Williams,7,15.61,2603
1,female,Cynthia Cooper,5,27.66,2601
1,male,Harvey Catchings,13,9.94,2599
1,male,Jan Van,7,9.3,2596
1,female,Tan White,10,11.68,2595
1,male,John Hummer,8,9.62,2595
1,male,Dan Gadzuric,12,11.14,2583
1,male,Primoz Brezec,13,8.64,2583
1,male,Dick Ricketts,5,9.54,2582
1,male,Michael Kidd-Gilchrist,5,14.46,2582
1,male,Gary Brokaw,6,13.65,2575
1,male,Bill Calhoun,6,11.15,2573
1,male,Rory White,8,11.73,2573
1,male,Jud Buechler,17,10.65,2566
1,male,Mirza Teletovic,5,12.46,2565
1,female,Kelly Miller,11,13.17,2559
1,male,Stanley Roberts,8,11.38,2555
1,male,Elfrid Payton,3,14.97,2555
1,male,E.C. Coleman,6,10.23,2553
1,male,Dean Meminger,6,11.4,2552
1,male,Carl Herrera,10,8.15,2546
1,male,Lee Mayberry,7,9.73,2546
1,male,Fred Schaus,5,14.84,2545
1,male,Glen Gondrezick,6,13.75,2544
1,male,Chuck Hayes,13,10.88,2542
1,male,Victor Alexander,5,12.84,2542
1,female,Glory Johnson,8,16.59,2531
1,male,Kevin Seraphin,7,12.1,2516
1,male,Jim Spanarkel,5,14.84,2505
1,female,Crystal Robinson,9,14.0,2502
1,female,Stefanie Dolson,9,14.5,2501
1,male,Negele Knight,10,9.47,2493
1,male,Rudy Gobert,4,18.82,2484
1,male,Sam Mack,9,11.88,2483
1,male,Milt Palacio,9,9.72,2474
1,male,Tim Legler,12,9.06,2471
1,male,Darren Daye,7,10.27,2461
1,male,Omer Asik,7,12.91,2457
1,male,Connie Simmons,4,15.55,2444
1,male,Paul Griffin,7,11.26,2443
1,male,George Ratkovicz,6,13.02,2435
1,male,Billy Kenville,6,13.27,2434
1,female,Ruth Riley,13,10.68,2434
1,male,Mark Alarie,5,12.56,2432
1,female,Kelsey Mitchell,5,15.16,2428
1,male,Bruce Seals,3,11.37,2422
1,male,Ian Mahinmi,9,16.27,2421
1,male,Pete Myers,15,10.45,2419
1,female,Svetlana Abrosimova,10,13.35,2414
1,female,Anna DeForge,8,14.56,2413
1,male,Chuck Cooper,7,10.37,2412
1,male,Joel Przybilla,17,8.31,2406
1,male,Jabari Parker,3,16.13,2403
1,male,Tyler Zeller,5,14.74,2384
1,male,Nerlens Noel,5,18.46,2381
1,female,DeMya Walker,13,11.89,2379
1,male,Samaki Walker,10,9.79,2376
1,male,Jaren Jackson,12,9.47,2370
1,male,Steve Novak,17,12.22,2368
1,male,Johan Petro,10,9.77,2364
1,male,Doug Smith,5,10.18,2356
1,male,Cherokee Parks,11,11.33,2355
1,male,Nikola Mirotic,3,16.0,2354
1,female,Alex Bentley,7,12.77,2350
1,male,Anthony Avent,8,7.66,2347
1,male,Steven Adams,4,14.32,2343
1,male,Etan Thomas,9,13.58,2341
1,male,Louie Nelson,7,10.87,2340
1,male,Monk Meineke,5,12.94,2338
1,male,Bill Hewitt,8,9.35,2336
1,male,Rodney Hood,3,12.93,2330
1,male,Med Park,7,11.77,2329
1,male,Langston Galloway,5,10.72,2328
1,male,Len Elmore,8,10.35,2327
1,male,Shelden Williams,12,12.97,2323
1,female,Arike Ogunbowale,4,19.23,2320
1,male,Billy Ray,6,12.03,2320
1,male,Gary Phillips,5,8.02,2319
1,male,Ryan Hollins,16,10.66,2311
1,male,Carlos Rogers,10,15.1,2308
1,male,Courtney Alexander,5,11.1,2308
1,male,Alaa Abdelnaby,9,9.83,2299
1,male,Shabazz Muhammad,4,15.78,2290
1,female,Kia Vaughn,13,11.24,2288
1,male,Mack Calvin,7,14.29,2279
1,male,Anthony Goldwire,16,9.08,2268
1,male,Brian Roberts,7,12.99,2264
1,male,Ronny Turiaf,12,12.22,2260
1,male,Donnie Butcher,7,9.9,2259
1,male,Hollis Thompson,6,8.53,2255
1,male,Marvin Barnes,6,12.75,2255
1,male,Rudy Fernandez,4,13.82,2254
1,male,Jon Leuer,8,13.26,2252
1,male,Daequan Cook,8,8.29,2251
1,female,Allison Feaster,9,14.24,2250
1,male,Joey Graham,6,10.6,2239
1,male,Cody Zeller,4,15.0,2239
1,female,Matee Ajavon,10,10.15,2237
1,male,Bob Hopkins,4,13.85,2237
1,female,Dearica Hamby,8,15.81,2232
1,male,George Lee,7,20.07,2229
1,female,Dawn Staley,8,13.99,2228
1,male,Scot Pollard,11,12.79,2222
1,female,Sophia Witherspoon,7,15.46,2219
1,female,Janel McCarville,9,16.63,2215
1,male,Jeremy Lamb,5,14.48,2214
1,male,Jim Palmer,5,11.86,2206
1,male,Mike Davis,5,14.02,2203
1,male,Anthony Bonner,6,11.45,2199
1,male,Mike Holton,8,8.3,2199
1,male,Eric Leckner,12,7.1,2193
1,male,Rafael Addison,6,10.45,2186
1,male,Eddie Miller,4,15.5,2185
1,female,Ruthie Bolton,8,16.0,2183
1,male,Sergio Rodriguez,7,13.01,2181
1,male,Kelenna Azubuike,5,11.6,2178
1,female,Ann Wauters,9,17.74,2174
1,male,Eddie Griffin,5,12.5,2171
1,male,Derrek Dickey,7,12.14,2166
1,male,Cory Alexander,9,11.33,2165
1,male,Bill Turner,10,8.45,2156
1,female,Murriel Page,11,11.65,2154
1,female,Kahleah Copper,7,12.59,2154
1,male,Lavoy Allen,8,13.12,2150
1,male,Yi Jianlian,5,11.0,2148
1,female,Marissa Coleman,10,10.67,2140
1,female,Tari Phillips,9,13.01,2136
1,female,Alysha Clark,10,12.78,2124
1,male,DerMarr Johnson,7,11.47,2121
1,male,Ira Newble,11,8.77,2118
1,female,Cheryl Ford,7,18.41,2116
1,male,Jarron Collins,12,6.4,2114
1,female,Allisha Gray,6,16.58,2113
1,female,Elena Baranova,7,18.8,2110
1,male,Shawne Williams,9,9.44,2110
1,male,Brian Cardinal,12,10.9,2108
1,male,Jeff Lamp,8,11.04,2103
1,male,Dike Eddleman,4,10.55,2101
1,male,Ben Coleman,7,12.11,2087
1,male,Randy White,5,10.74,2083
1,male,Kevin Stacom,8,9.38,2081
1,male,Melvin Ely,11,8.24,2081
1,male,Garrett Temple,13,8.34,2078
1,female,Erica Wheeler,7,12.33,2069
1,male,Ben Warley,7,11.09,2063
1,male,Haywoode Workman,10,12.75,2053
1,male,Marcus Liberty,6,11.88,2051
1,male,Dave Sorenson,5,11.98,2046
1,male,D'Angelo Russell,2,14.25,2038
1,male,Casey Jacobsen,6,8.95,2035
1,male,Jerami Grant,5,9.0,2034
1,male,Lawrence Funderburke,7,15.36,2031
1,male,Tom Tolbert,7,9.01,2030
1,male,Nikola Jokic,2,23.95,2017
1,male,Willie Jones,5,10.42,2016
1,male,Scott Lloyd,10,5.79,2014
1,male,Jusuf Nurkic,5,16.86,2013
1,female,Ariel Atkins,5,17.12,2006
1,male,Larry Stewart,5,12.66,2005
1,male,Quincy Pondexter,7,9.61,2004
1,female,Tiffany Mitchell,7,12.09,1996
1,male,Isaiah Canaan,6,10.95,1992
1,male,Mike Scott,5,13.32,1988
1,male,Adrian Griffin,11,10.25,1984
1,male,Aaron Gordon,3,14.27,1981
1,male,Jiri Welsch,6,9.03,1980
1,male,Joe Strawder,3,11.33,1977
1,male,Paul Walther,4,12.6,1976
1,male,Marty Byrnes,6,9.9,1975
1,male,Gary Harris,3,11.37,1971
1,male,Russ Schoene,6,10.8,1967
1,male,Lance Thomas,8,7.84,1966
1,male,Austin Daye,12,10.5,1964
1,male,Antoine Wright,8,5.86,1964
1,male,Randolph Keys,7,9.66,1963
1,female,Kelsey Plum,5,15.2,1963
1,female,Nicole Ohlde,7,13.47,1959
1,male,Dirk Minniefield,7,10.07,1957
1,male,Quinton Ross,9,5.97,1955
1,male,Jason Hart,15,9.81,1952
1,male,Dick Gibbs,7,6.44,1946
1,male,Charlie Davis,5,11.18,1943
1,male,Eddie Robinson,5,13.86,1938
1,female,Cathrine Kraayeveld,9,11.72,1937
1,male,Jerry Chambers,4,12.67,1931
1,male,Todd Lichti,8,13.4,1928
1,female,Roneeka Hodges,11,11.54,1925
1,male,Scott Padgett,10,10.48,1920
1,female,Karima Christmas-Kelly,10,12.79,1919
1,male,Marcus Smart,3,11.43,1916
1,female,Nakia Sanford,11,10.18,1915
1,male,Dorie Murrey,8,11.59,1914
1,female,Ebony Hoffman,11,10.75,1912
1,male,Lew Hitch,7,11.87,1911
1,male,Charles Dudley,6,13.12,1908
1,male,Cedric Henderson,8,12.14,1907
1,male,Rodney Carney,7,12.89,1905
1,male,Joe Fulks*,3,9.03,1904
1,female,Candice Wiggins,8,12.03,1901
