q_id,Gender,Name,NumSeasons,AvgPER,CareerPoints
1,male,Eric Maynor,11,9.34,1896
1,male,Gerald Glass,8,10.94,1895
1,female,Diamond DeShields,5,12.5,1883
1,female,Chiney Ogwumike,6,19.63,1880
1,male,Lamar Green,6,10.33,1863
1,male,Bill Tosheff,3,11.07,1859
1,male,Rowland Garrett,9,13.46,1859
1,male,Keith Askins,9,8.9,1852
1,male,Mark Macon,8,7.35,1848
1,male,Shaler Halimon,6,6.68,1845
1,male,Tom Abernethy,7,10.4,1842
1,male,George Dempsey,7,13.13,1839
1,male,John Amaechi,5,6.7,1837
1,male,Alex Len,4,12.05,1834
1,male,Rodney White,6,11.62,1833
1,male,Paul Thompson,5,12.8,1827
1,male,Bud Olsen,11,9.23,1827
1,male,Donatas Motiejunas,5,11.56,1826
1,male,Mo Layton,5,12.24,1826
1,male,Win Wilfong,4,10.4,1826
1,female,Noelle Quinn,12,9.98,1824
1,female,Danielle Adams,6,18.07,1820
1,male,Steven Hunter,8,12.32,1817
1,male,Ronnie Lester,6,11.08,1816
1,male,Jake Voskuhl,9,9.16,1814
1,male,John Warren,5,11.28,1814
1,male,Rex Walters,11,11.48,1813
1,male,David Wood,10,7.7,1810
1,female,Layshia Clarendon,9,11.7,1810
1,male,Matthew Dellavedova,4,9.97,1804
1,male,Stan Miasek,4,14.38,1803
1,male,Tony Snell,4,8.57,1802
1,male,Harold Miner,4,11.1,1801
1,male,Andrew Nicholson,7,9.61,1800
1,female,Charde Houston,7,14.2,1797
1,male,Myles Turner,2,16.95,1792
1,male,Walt Davis,7,9.0,1789
1,male,Leo Barnhorst,2,15.95,1787
1,male,Miles Plumlee,9,11.97,1787
1,male,Richie Regan,3,9.3,1785
1,male,Alexey Shved,6,15.08,1783
1,male,Dean Garrett,8,10.04,1773
1,female,Tully Bevilaqua,14,10.9,1766
1,male,Kyle O'Quinn,5,17.02,1760
1,female,Sandy Brondello,5,14.94,1760
1,male,Steve Patterson,7,10.5,1754
1,female,Aerial Powers,7,16.97,1744
1,male,Bob Brannum,4,11.35,1742
1,male,Eldridge Recasner,10,8.49,1737
1,female,Sugar Rodgers,8,11.26,1733
1,male,Ron Riley,6,11.1,1728
1,male,Tyus Edney,4,14.95,1728
1,male,Ron Sobie,6,10.73,1724
1,male,Lloyd Daniels,9,7.63,1717
1,female,Cheyenne Parker,8,16.45,1717
1,male,Meyers Leonard,5,11.3,1714
1,male,Tellis Frank,5,10.4,1710
1,female,Armintie Herrington,9,12.52,1708
1,male,Morlon Wiley,16,9.91,1703
1,male,Bill Gabor,4,12.48,1699
1,male,Cartier Martin,11,9.97,1699
1,male,Ed Manning,6,10.07,1698
1,male,Bob Warlick,6,9.25,1697
1,male,Alexis Ajinca,9,12.39,1696
1,male,Nik Stauskas,3,8.57,1692
1,female,Nikki Teasley,7,13.01,1690
1,female,Shenise Johnson,8,15.5,1688
1,male,Scott Hastings,13,8.95,1684
1,male,Don Otten,4,18.1,1666
1,male,Sean Higgins,8,6.81,1666
1,male,Pearl Washington,3,12.53,1660
1,male,Donnell Harvey,9,14.19,1659
1,male,Sasha Danilovic,4,12.38,1659
1,male,Mike Sojourner,3,13.57,1658
1,male,Anthony Roberts,5,9.12,1658
1,male,A.J. Price,9,10.39,1656
1,male,Chris Crawford,7,15.43,1654
1,male,Leon Powe,7,15.51,1642
1,male,Bill Garnett,4,12.12,1638
1,male,Jonny Flynn,5,10.48,1635
1,male,Ime Udoka,7,8.69,1635
1,male,Sean Kilpatrick,5,12.68,1631
1,female,Bria Hartley,9,12.28,1630
1,male,Charles Shackleford,6,13.57,1625
1,male,Calvin Booth,16,13.78,1623
1,male,Manute Bol,13,8.05,1607
1,male,Quincy Acy,9,11.43,1607
1,male,Joe Holup,5,10.06,1600
1,male,Kirk Snyder,6,12.72,1594
1,male,Vince Boryla,3,10.27,1593
1,male,Luther Rackley,7,8.87,1593
1,male,Solomon Hill,4,9.5,1585
1,male,Bird Averitt,4,10.3,1581
1,male,DeSagana Diop,16,8.78,1581
1,female,Janell Burse,8,14.5,1580
1,male,Wil Jones,2,11.05,1578
1,male,Chris Douglas-Roberts,6,9.83,1571
1,male,James Anderson,7,10.76,1571
1,male,Art Heyman,5,11.58,1569
1,male,Rod Foster,3,10.2,1562
1,male,Luke Babbitt,7,9.27,1559
1,male,Earl Clark,10,9.82,1558
1,male,Don Boven,5,11.24,1558
1,male,Louie Dampier*,3,12.47,1553
1,female,Le'coe Willingham,10,12.69,1552
1,male,Sam Young,6,10.25,1550
1,male,Ed Nealy,14,9.39,1550
1,male,Stan Love,4,13.35,1550
1,male,Aron Baynes,5,13.06,1544
1,female,Natasha Cloud,7,11.91,1542
1,male,Donte Greene,4,9.57,1541
1,male,Jack Haley,11,9.78,1541
1,male,Zan Tabak,8,11.12,1540
1,male,Kenny Fields,6,11.9,1534
1,male,Eddie Lee,6,11.38,1534
1,female,Kayla Thornton,7,12.19,1528
1,male,Dickey Simpkins,9,9.99,1520
1,male,Jahlil Okafor,2,15.95,1518
1,male,Mike Sweetney,4,14.6,1516
1,male,Ray Lumpp,4,13.32,1516
1,male,Mark Davis,8,9.8,1515
1,male,Guy Sparrow,5,8.64,1503
1,male,A.J. English,2,11.55,1502
1,male,Reggie Slater,13,13.89,1502
1,male,Larry Staverman,8,12.59,1502
1,male,Ken Bannister,5,10.2,1501
1,male,Paul Graham,3,13.5,1499
1,male,John Brisker,3,16.37,1498
1,female,Tianna Hawkins,9,13.57,1497
1,male,Corky Devlin,3,11.67,1496
1,male,Alex Hannum*,4,8.97,1496
1,male,Tom Garrick,7,10.69,1496
1,female,Natalie Achonwa,8,16.79,1494
1,male,Al Eberhard,4,10.65,1490
1,male,Jeff Judkins,5,11.66,1482
1,male,Robert Smith,11,8.97,1482
1,male,Carl Nicks,5,10.56,1482
1,male,Bobby Lewis,4,10.85,1481
1,male,Frank Kaminsky,2,12.75,1480
1,male,Mickey Davis,5,14.32,1478
1,male,Winford Boynes,3,10.3,1478
1,male,Kevin Williams,7,9.97,1477
1,male,K.J. McDaniels,7,10.11,1475
1,male,Emmanuel Mudiay,2,10.4,1475
1,male,Ed Kalafat,3,11.3,1474
1,male,Kenny Higgs,3,11.7,1470
1,male,Jawann Oldham,12,9.22,1464
1,female,Scholanda Dorrell,7,9.79,1458
1,female,Tierra Ruffin-Pratt,8,10.34,1456
1,female,Erin Phillips,9,13.72,1454
1,male,Donald Sloan,10,8.91,1453
1,male,Jonathan Bender,8,12.22,1453
1,female,Hamchetou Maiga-Ba,9,10.46,1451
1,male,Bob Harris,3,12.57,1451
1,female,Brionna Jones,6,18.95,1445
1,male,Lloyd Walton,5,11.54,1442
1,female,Isabelle Harrison,6,15.58,1431
1,male,LaRue Martin,4,12.1,1430
1,male,Paul Hoffman,2,14.0,1427
1,male,MarShon Brooks,6,15.57,1420
1,female,Charlotte Smith,8,9.76,1412
1,male,Ekpe Udoh,7,11.31,1412
1,male,Archie Dees,3,14.57,1411
1,male,James Hardy,4,11.45,1410
1,male,Adam Morrison,5,5.94,1409
1,male,Mel Davis,6,11.62,1408
1,male,Henry Walker,7,10.79,1408
1,male,Mark Acres,8,7.9,1407
1,male,Terrence Williams,8,10.16,1404
1,male,Justin Holiday,6,9.72,1403
1,male,Phil Rollins,8,9.97,1403
1,male,Bob Donham,3,14.1,1402
1,female,Jackie Young,4,16.05,1398
1,male,Johnny High,4,8.5,1396
1,male,Clint Capela,3,17.27,1392
1,male,JaMychal Green,5,13.74,1391
1,male,Stanislav Medvedenko,7,13.99,1390
1,female,Tiffany Jackson-Jones,9,12.14,1389
1,male,Henry Sims,6,16.97,1381
1,female,Adrian Williams-Strong,8,12.11,1380
1,male,Derrick Chievous,5,11.36,1379
1,female,Betnijah Laney,6,11.78,1378
1,male,Dick Farley,3,12.13,1378
1,female,Stacey Dales,5,12.98,1377
1,male,Ernie Vandeweghe,4,13.6,1376
1,female,Rhonda Mapp,6,16.97,1369
1,male,Todd MacCulloch,4,16.75,1369
1,male,Zeljko Rebraca,7,12.73,1367
1,male,Shawn Respert,8,10.83,1362
1,male,Ted McClain,5,10.2,1361
1,female,Kelsey Bone,5,12.22,1358
1,male,Jim Thomas,4,7.78,1355
1,male,Josh Powell,9,7.48,1342
1,female,Erin Thorn,10,11.45,1341
1,male,Josh Boone,4,14.1,1340
1,male,Terry Driscoll,7,9.24,1338
1,male,Keith McLeod,6,9.6,1336
1,female,Kia Nurse,4,11.18,1335
1,male,Fred Saunders,6,10.27,1331
1,female,Tamika Williams,7,13.64,1330
1,male,Kevin McKenna,6,9.45,1320
1,male,Sarunas Jasikevicius,4,12.38,1319
1,male,Joe Ingles,3,10.77,1319
1,male,Rob Williams,2,12.0,1319
1,male,Robert Hawkins,4,20.07,1313
1,male,Rick Brunson,15,9.61,1308
1,male,Joffrey Lauvergne,5,12.66,1308
1,male,Bob Carrington,4,9.0,1308
1,female,Helen Darling,10,8.91,1307
1,female,Mistie Bass,10,14.57,1303
1,male,Tim Kempton,12,3.77,1302
1,male,Vern Hatton,5,8.8,1297
1,male,Brook Steppe,5,12.38,1297
1,male,Sonny Weems,6,4.67,1296
1,male,Jordan Hamilton,7,12.73,1294
1,female,Monica Wright,7,9.04,1293
1,male,Abdul Jeelani,2,17.1,1290
1,female,Jennifer Azzi,5,13.94,1288
1,male,Bobby Hurley,7,8.59,1282
1,female,Moriah Jefferson,6,13.58,1275
1,male,Tarik Black,5,13.98,1274
1,male,Gene Wiley,4,9.33,1273
1,male,Travis Mays,3,10.33,1273
1,male,Justin Anderson,4,13.43,1272
1,male,Brooks Thompson,8,9.93,1264
1,male,Salim Stoudamire,3,11.67,1260
1,male,Joel Kramer,5,10.46,1257
1,male,Bob Portman,4,13.7,1254
1,male,Arnie Johnson,2,16.0,1240
1,female,Rushia Brown,7,15.6,1239
1,male,Jamie Feick,9,11.08,1239
1,male,Aaron Gray,11,10.9,1235
1,male,Jim Les,9,8.01,1233
1,female,Sami Whitcomb,6,13.17,1232
1,female,Amanda Zahui B.,7,12.39,1228
1,male,Tony Dumas,6,7.0,1226
1,female,Astou Ndiaye-Diatta,7,11.37,1226
1,male,Darvin Ham,10,10.04,1222
1,male,Pablo Prigioni,6,12.08,1220
1,male,Keith Herron,3,9.83,1219
1,female,Kristen Rasmussen,9,12.46,1215
1,male,John Wetzel,7,9.43,1215
1,male,Bobby Brown,7,9.54,1214
1,male,Terry Duerod,6,11.7,1208
1,male,James Singleton,7,13.56,1208
1,male,Kenny McIntosh,6,7.92,1204
1,male,Seth Curry,6,8.6,1203
1,male,Jelani McCoy,8,9.04,1200
1,male,Donald Hodge,7,9.06,1200
1,male,Ralph Davis,2,9.05,1195
1,male,Tommy Kron,3,11.0,1193
1,male,Dave Feitl,5,9.96,1192
1,male,Gene Tormohlen,6,11.2,1191
1,male,Jerome Lane,8,12.16,1191
1,male,Javaris Crittenton,6,11.15,1190
1,female,Rita Williams,6,13.28,1186
1,female,Korie Hlede,5,12.14,1186
1,male,Greg Graham,7,10.06,1178
1,female,Brandy Reed,4,21.75,1172
1,male,Acie Earl,6,11.53,1168
1,male,Andre Roberson,4,9.47,1162
1,male,Roshown McLeod,5,8.48,1154
1,male,Marcus Williams,8,12.97,1152
1,female,Edna Campbell,7,10.56,1143
1,male,Steve Bracey,3,12.53,1141
1,male,Chris Smith,4,8.12,1140
1,male,JaKarr Sampson,4,8.68,1134
1,male,Jerry Eaves,4,5.2,1132
1,female,Lisa Harrison,6,11.92,1125
1,male,Lancaster Gordon,4,8.82,1125
1,male,Dave Hoppen,10,9.84,1123
1,male,Ralph O'Brien,5,12.1,1118
1,male,Joe Roberts,3,10.1,1118
1,female,Lady Grooms,8,10.56,1117
1,male,Keith Lee,3,12.2,1114
1,male,Steve Alford,6,13.67,1110
1,male,Chris Johnson,14,10.78,1109
1,male,Ira Terrell,4,11.05,1107
1,male,Tom Marshall,6,10.23,1104
1,female,Jordin Canada,5,13.5,1102
1,male,Emanual Davis,6,9.23,1100
1,male,Cedrick Hordges,2,10.55,1099
1,male,Mike Iuzzolino,2,13.0,1096
1,female,Kelly Schumacher,8,12.53,1096
1,male,Dwight Powell,5,19.22,1095
1,female,Barbara Farris,10,8.24,1094
1,male,Chris Quinn,6,9.52,1092
1,male,Mark McNamara,10,10.15,1092
1,male,Joel Anthony,12,10.07,1092
1,male,Willie McCarter,3,8.93,1090
1,male,Kevin O'Shea,4,11.18,1090
1,male,Keith Jennings,3,16.43,1090
1,female,Azura Stevens,5,15.9,1087
1,male,Alec Kessler,4,10.48,1084
1,male,Bryce Drew,6,8.62,1081
1,male,Fabricio Oberto,6,8.68,1081
1,male,Richard Dumas,3,15.1,1080
1,male,Derrick Brown,5,13.72,1080
1,male,Bernard Thompson,5,9.0,1078
1,male,D.J. White,8,14.79,1078
1,male,Pete Cross,5,7.06,1077
1,male,Greg Grant,11,8.99,1075
1,male,Gary Melchionni,2,12.65,1074
1,male,Willie Cauley-Stein,2,15.85,1074
1,male,Jim McIlvaine,7,9.43,1072
1,male,Jeff Adrien,7,14.4,1071
1,male,Cal Christensen,4,11.48,1064
1,male,Tod Murphy,7,9.94,1064
1,female,Myisha Hines-Allen,5,16.9,1061
1,male,Ben McDonald,4,8.72,1061
1,male,Charles Pittman,4,9.38,1060
1,male,Ray McCallum,5,9.86,1057
1,male,Trevor Wilson,6,11.55,1057
1,female,Shay Murphy,9,13.83,1056
1,male,Dewayne Dedmon,7,10.44,1052
1,female,Lynetta Kizer,7,12.56,1050
1,male,Xavier Henry,5,8.2,1050
1,male,T.J. McConnell,2,14.1,1049
1,male,Michael Ansley,5,12.14,1047
1,male,Hilton Armstrong,11,9.0,1043
1,male,Dario Saric,1,12.8,1040
1,male,Jack Givens,2,12.25,1040
1,female,Olympia Scott,10,8.1,1036
1,male,Rudy Macklin,3,9.73,1030
1,female,Marlies Askamp,6,16.1,1030
1,female,Tamicha Jackson,7,12.69,1030
1,male,Kelvin Upshaw,8,10.26,1028
1,male,Dominic McGuire,11,6.21,1028
1,male,Don Lofgran,3,11.7,1028
1,male,Stephen Graham,9,8.57,1024
1,male,Stuart Gray,9,7.3,1022
1,female,Adrienne Johnson,6,10.22,1018
1,male,Bob Sims,3,8.1,1018
1,male,Greg Dreiling,10,7.48,1014
1,male,Greg Sutton,5,10.1,1013
1,male,Dick Cunningham,7,8.99,1012
1,male,Trevor Ruffin,2,15.15,1011
1,male,Ed Mikan,5,9.7,1011
1,female,Gordana Grubin,4,13.95,1010
1,male,Bob Thornton,10,4.32,1008
1,male,Lonny Baxter,9,9.78,1006
1,male,Nick Jones,3,10.33,1003
1,female,Sandrine Gruda,5,12.84,1000
1,male,Pete Verhoeven,6,9.53,1000
1,male,Kenny Battle,8,13.81,998
1,male,Chris Copeland,4,11.8,998
1,male,George Senesky,3,9.87,998
1,male,Bob Quick,6,14.23,997
1,male,Mardy Collins,6,7.53,993
1,male,Anthony Jones,7,10.59,993
1,male,Kim Hughes,7,8.69,987
1,female,Rachel Banham,7,10.6,986
1,male,Chuck Mencel,2,11.3,983
1,male,Ryan Kelly,4,9.82,981
1,male,Bob Elliott,3,12.5,980
1,male,Chuck Williams,4,9.97,978
1,male,Jeff Halliburton,4,13.82,977
1,male,Larry Demic,3,7.83,976
1,male,Mark Madsen,9,6.38,975
1,female,Theresa Plaisance,9,10.18,974
1,male,Walter Herrmann,5,13.36,972
1,male,Jim Farmer,7,8.57,970
1,male,Noble Jorgensen,2,13.15,965
1,male,William Bedford,6,8.83,964
1,male,Dajuan Wagner,4,10.43,964
1,female,Amber Holt,5,12.3,962
1,male,Wilson Washington,4,10.42,960
1,male,John Rudometkin,5,10.48,960
1,male,Jeff Martin,2,9.35,956
1,male,David Harrison,4,10.08,949
1,male,Ian Clark,6,10.42,945
1,male,Bob Christian,4,12.4,942
1,male,Fred LaCour,3,11.03,940
1,female,Simone Edwards,6,13.52,936
1,male,Keith Edmonson,4,12.68,932
1,male,Scott Roth,5,8.46,932
1,male,Stanley Johnson,2,7.95,932
1,female,Kelly Mazzante,6,11.45,930
1,male,Trey Lyles,2,10.8,928
1,female,Shanna Zolman,4,15.07,926
1,female,Loree Moore,5,10.48,926
1,female,Shatori Walker-Kimbrough,6,12.8,924
1,male,Kevin Loder,5,7.86,923
1,female,Carolyn Swords,9,13.02,920
1,female,Amanda Lassiter,6,9.95,919
1,male,Dillard Crocker,4,12.62,916
1,male,John Jenkins,7,11.43,912
1,male,Loren Meyer,5,5.86,911
1,male,Renaldo Balkman,8,11.01,910
1,male,Lou Tsioropoulos,3,7.43,910
1,male,Norman Powell,2,13.65,909
1,male,Solomon Jones,10,7.5,906
1,male,Bryan Warrick,6,9.1,904
1,male,Tyler Ennis,7,9.46,904
1,male,Mike Muscala,4,14.2,903
1,male,Lorenzo Williams,13,9.87,903
1,female,Rebecca Allen,7,11.66,901
1,male,Jimmy Jones,3,9.37,901
1,male,Bernie Williams,2,10.8,890
1,female,Jayne Appel-Marinelli,7,12.71,886
1,female,Victoria Vivians,4,7.65,884
1,female,Stacey Lovelace,7,11.89,883
1,female,Penny Toler,3,14.33,881
1,male,Josh Richardson,2,11.05,880
1,female,Bria Holmes,5,10.3,880
1,female,LaToya Sanders,7,17.56,879
1,male,Jeremy Evans,6,17.93,877
1,male,Sam Pellom,6,8.57,875
1,male,Don Sunderlage,2,9.2,874
1,male,Bobby Portis,2,14.35,873
1,male,Larry Spriggs,5,11.88,873
1,female,Kiah Stokes,7,12.47,872
1,female,Gabby Williams,4,12.35,872
1,male,Ed O'Bannon,4,8.28,869
1,female,Tracy Reid,6,11.53,867
1,female,Michele Timms,5,12.12,866
1,male,Mike Wilks,14,9.79,865
1,male,Dick Hemric,2,13.35,863
1,male,Travis Diener,7,10.41,860
1,male,Marlon Redmond,4,5.12,856
1,male,Dallas Comegys,2,10.7,856
1,female,Monique Billings,5,14.36,854
1,male,Larry Jones,2,10.95,854
1,male,Will Solomon,4,11.6,847
1,male,Richaun Holmes,2,17.25,846
1,male,Johnny Neumann,4,12.25,845
1,male,Winston Bennett,5,12.34,843
1,male,Rondae Hollis-Jefferson,2,13.95,842
1,female,Stephanie White,5,14.62,842
1,male,Jason Collier,5,11.82,841
1,male,Greg Oden,3,17.87,840
1,male,Perry Moss,4,8.88,840
1,female,Kym Hampton,3,17.07,840
1,male,Gustavo Ayon,5,14.14,839
1,male,Byron Houston,4,11.25,835
1,male,Corey Benjamin,4,8.53,835
1,male,Todd Fuller,5,10.04,835
1,male,Adrian Branch,4,15.45,834
1,female,Vanessa Hayden,5,14.4,827
1,male,Irv Bemoras,2,9.85,827
1,female,Sue Wicks,6,12.32,823
1,male,Sean May,4,13.08,821
1,female,Kayla Alexander,8,13.76,818
1,female,Shalonda Enis,5,15.36,817
1,female,Jamierra Faulkner,5,11.0,814
1,male,Jonathon Simmons,2,10.9,814
1,male,Chris Anstey,3,12.5,813
1,male,Jamal Murray,1,11.9,811
1,male,Ivan Johnson,2,15.0,808
1,male,Jeffery Taylor,3,8.13,807
1,male,Kendall Marshall,4,9.88,802
1,male,Tom Barker,5,10.42,802
1,female,Kelsey Griffin,5,12.38,801
1,female,Kaleena Mosqueda-Lewis,6,8.5,799
1,male,Kedrick Brown,6,11.27,798
1,male,Neil Johnson,4,9.95,798
1,female,Kiesha Brown,9,10.83,797
1,male,Jerian Grant,2,12.15,796
1,male,Mario Hezonja,2,8.3,795
1,female,La'Keshia Frett,7,10.71,794
1,male,Andre Turner,8,5.42,793
1,male,Bobby Wilson,4,11.32,792
1,female,Rebecca Lobo,4,12.5,791
1,male,Jim Ard,6,7.53,790
1,male,Kornel David,7,12.5,790
1,male,Jim Holstein,3,9.4,787
1,male,Jan Vesely,5,11.56,787
1,male,Robert Sacre,4,9.2,787
1,female,Christi Thomas,6,10.1,786
1,male,Swede Halbrook,2,10.25,786
1,male,George Thompson,1,12.7,780
1,male,Cliff Pondexter,3,11.57,778
1,female,Natisha Hiedeman,4,13.02,778
1,female,Stephanie Talbot,5,11.28,776
1,male,Randy Livingston,11,8.25,773
1,male,Dave Newmark,2,11.95,769
1,male,Jim Eakins,4,12.1,766
1,male,Linton Johnson,12,5.91,765
1,male,J.R. Bremer,4,5.62,764
1,female,Allison Hightower,6,10.53,763
1,male,Hank McDowell,8,10.11,763
1,female,Michelle Edwards,5,12.26,760
1,female,Debbie Black,6,13.02,758
1,male,Earl Barron,13,7.51,758
1,male,Antonio Harvey,10,10.61,757
1,female,Brooke Wyckoff,8,8.33,756
1,male,Marquese Chriss,1,12.3,753
1,male,Sedric Toney,9,3.64,753
1,male,Derrick Alston,3,4.8,751
1,male,Lawrence Moten,3,8.97,747
1,male,Raymond Townsend,3,8.27,745
1,male,Jack Stephens,1,13.3,743
1,male,Brandon Ingram,1,8.5,740
1,male,Bob McCann,5,6.48,739
1,male,Larry Robinson,11,2.46,738
1,male,Kelly Oubre,2,8.65,737
1,male,Alfred McGuire*,3,11.27,734
1,female,Kristin Folkl,4,15.05,734
1,male,Junior Harrington,3,7.67,733
1,male,Raul Lopez,2,12.45,733
1,male,Brian Evans,7,10.47,730
1,female,Chelsea Newton,5,10.28,728
1,male,John Thomas,10,6.92,726
1,female,Sophie Cunningham,4,10.35,725
1,male,Jerrod Mustaf,4,10.92,721
1,female,Kalana Greene,6,10.07,719
1,male,Anthony Frederick,3,12.03,718
1,male,Mark Workman,4,7.35,716
1,female,Semeka Randall,4,9.7,716
1,male,Eric Washington,2,9.55,716
1,female,Isabelle Fijalkowski,2,19.7,715
1,male,John Morton,5,9.0,715
1,male,Bob McNeill,4,10.85,713
1,male,John Duren,3,5.93,712
1,male,Festus Ezeli,3,14.4,712
1,male,Nemanja Bjelica,2,11.1,711
1,male,Pero Antic,2,10.6,708
1,female,Sidney Spencer,5,12.38,707
1,male,Steve Green,3,11.87,705
1,female,Ashley Battle,6,9.3,703
1,male,Dick Mehen,1,10.6,703
1,male,Quincy Douby,5,10.78,703
1,male,Nate Bowman,5,9.78,702
1,male,Bobby Washington,2,14.55,700
1,male,Justise Winslow,2,8.3,698
1,female,Shyra Ely-Gash,6,8.43,693
1,male,Chris King,3,7.33,693
1,male,Petur Gudmundsson,4,9.35,693
1,male,Qyntel Woods,4,10.18,691
1,female,Devereaux Peters,6,11.65,690
1,male,Jeff Ayres,6,12.3,690
1,male,Donnie Freeman,1,14.5,689
1,female,LaTonya Johnson,7,5.64,687
1,male,Bernie Fryer,2,12.1,686
1,male,Steve Hayes,7,9.13,685
1,male,Shabazz Napier,3,10.83,682
1,female,Brianna Turner,4,14.43,676
1,male,Derrick Gervin,2,18.1,676
1,male,Roy Rogers,5,8.3,672
1,female,Kristi Harrower,7,11.64,671
1,male,Mickael Gelabale,3,10.7,670
1,male,Kyle Anderson,3,11.2,670
1,male,Pace Mannion,8,8.96,668
1,female,Lexie Brown,5,9.12,667
1,male,Montrezl Harrell,2,16.9,667
1,male,Earl Williams,4,14.22,664
1,male,Nelson Bobb,2,12.2,662
1,female,Edwina Brown,5,8.44,662
1,female,Ezi Magbegor,3,19.23,659
1,female,Katie Lou Samuelson,4,11.15,658
1,male,Anthony Bennett,4,10.85,658
1,male,Jeremy Pargo,4,8.62,656
1,male,Yakhouba Diawara,4,4.02,655
1,male,Ken Durrett,6,9.87,649
1,female,Chennedy Carter,3,16.67,648
1,male,Trajan Langdon,3,12.07,647
1,female,Kristen Mann,5,11.68,646
1,male,Gary Forbes,2,12.5,645
1,male,Wayne Robinson,1,11.5,643
1,female,Morgan Tuck,5,9.32,642
1,male,Greg Stiemsma,4,10.4,641
1,male,Bill Melchionni,2,11.35,640
1,male,Samardo Samuels,3,9.67,638
1,male,Sean Marks,11,9.34,638
1,male,Bernard Robinson,5,10.38,637
1,male,Michael Stewart,10,7.34,636
1,male,Spencer Dinwiddie,3,10.6,635
1,female,Tamara Moore,6,12.5,635
1,male,David Andersen,4,11.42,635
1,male,Bob Duffy,6,10.13,632
1,male,Nando De,4,12.57,630
1,male,Joel Embiid,1,24.1,627
1,male,George Zidek,7,9.97,625
1,male,Adreian Payne,5,7.68,621
1,male,Sean Williams,6,14.3,621
1,female,Kayla Pedersen,6,9.15,620
1,female,Astou Ndour,6,13.55,619
1,male,Jim Brogan,2,13.2,619
1,male,Sundiata Gaines,6,12.18,619
1,male,Willie Wise,2,3.7,617
1,male,Frankie Sanders,4,13.78,616
1,female,Amber Jacobs,5,7.38,614
1,male,Mike Harper,2,10.3,613
1,male,Bo Ellis,3,11.13,613
1,male,Chris Singleton,3,8.3,612
1,male,Obinna Ekezie,6,6.48,611
1,male,Richie Frahm,6,10.38,610
1,male,Conner Henry,7,8.67,610
1,male,Eddie Gill,9,7.79,609
1,male,Mateen Cleaves,6,6.52,609
1,male,Eric Fernsten,8,9.49,609
1,female,Barbara Turner,4,12.2,609
1,male,Glenn McDonald,3,8.43,609
1,male,Boo Ellis,2,12.3,607
1,male,Granville Waiters,5,6.56,606
1,male,C.J. Kupec,3,10.8,606
1,male,York Larese,3,10.4,604
1,male,Uwe Blab,7,6.09,603
1,male,Cameron Payne,4,7.17,603
1,female,Jackie Stiles,2,11.65,603
1,male,Mark Randall,8,8.18,600
1,female,Shey Peddy,4,15.62,600
1,male,Mel Payton,2,13.2,595
1,male,Connie Norman,3,14.67,595
1,male,Nikoloz Tskitishvili,8,4.06,593
1,male,Darren Tillis,4,8.35,593
1,female,Mercedes Russell,4,12.33,592
1,male,Nick Calathes,2,12.3,590
1,male,Sidney Lowe,6,9.57,590
1,male,Jorge Garbajosa,2,11.25,589
1,female,Mery Andrade,5,9.14,588
1,male,Glenn Hansen,5,-5.92,588
1,male,Willy Hernangomez,1,18.9,587
1,male,Steve Burtt,4,12.38,584
1,female,Jordan Hooper,4,9.57,582
1,male,Markel Brown,2,10.2,579
1,male,Mike Smrek,9,6.92,578
1,male,Raul Neto,2,10.45,576
1,male,Manny Harris,4,7.7,575
1,male,Dick Rosenthal,2,10.25,575
1,male,Eric Riley,5,12.62,574
1,male,Jermaine Taylor,4,12.23,574
1,male,Bo Kimble,3,8.8,574
1,male,Hasheem Thabeet,9,7.06,571
1,male,Al Roges,1,10.6,570
1,female,Sydney Colson,8,8.18,570
1,male,Brian Howard,2,11.35,570
1,male,Bayard Forrest,2,10.9,569
1,male,Red Holzman*,3,6.97,568
1,female,Tynesha Lewis,6,11.88,568
1,male,Joe Harris,3,6.0,567
1,male,Quincy Lewis,4,6.2,567
1,male,Gerard King,3,12.37,566
1,female,Kaela Davis,5,7.2,566
1,male,Jerome Allen,4,8.53,564
1,male,David Thirdkill,8,8.04,561
1,male,Zoran Planinic,3,9.8,561
1,male,Al Cervi*,2,20.1,560
1,female,Edwige Lawson-Wade,5,10.5,558
1,male,Willie Reed,2,18.15,556
1,male,Loren Woods,6,11.52,555
1,male,Red Morrison,3,9.37,555
1,female,Jurgita Streimikyte,3,15.2,553
1,female,Rhyne Howard,1,16.5,552
1,male,Walker Russell,7,5.34,548
1,male,James Wilkes,3,9.97,547
1,male,Martin Muursepp,4,14.2,545
1,female,Ashley Robinson,9,6.42,544
1,male,Isaiah Whitehead,1,7.5,543
1,female,Reshanda Gray,6,8.9,542
1,male,Gerry Ward,4,3.83,542
1,female,Sharon Manning,4,14.7,541
1,male,Larry Micheaux,4,14.9,541
1,male,Reggie Jordan,8,15.34,540
1,male,Sam Jacobson,5,13.52,538
1,male,Tony Bennett,3,8.13,538
1,male,Darius Morris,7,7.21,537
1,male,Othell Wilson,2,11.45,535
1,female,Imani McGee-Stafford,4,14.15,534
1,male,Bill Curley,9,6.33,533
1,male,Tony Farmer,2,14.8,532
1,male,Gary Plummer,2,8.05,531
1,male,Ralph Johnson,2,8.6,531
1,male,John Vallely,4,10.3,527
