Run,Kendall Tau,NDKL,Average Exposure
0,0.6506122448979592,0.11450062437876692,0.9871179326315014
1,0.8889795918367347,0.05727869352456925,0.9178096536326554
2,0.5657142857142857,0.11450062437876692,0.9871179326315014
3,0.6326530612244898,0.11450062437876692,0.9871179326315014
4,0.46775510204081633,0.09514029269758113,1.0998264577614347
5,0.5314285714285715,0.11450062437876692,0.9871179326315014
6,0.6408163265306123,0.1075573673902145,0.9719009623640414
7,0.52,0.11450062437876692,0.9871179326315014
8,0.8138775510204082,0.11450062437876692,0.9871179326315014
9,0.6636734693877551,0.11450062437876692,0.9871179326315014
