Run,Kendall Tau,NDKL,Average Exposure
0,0.4840816326530612,0.11450062437876692,0.9871179326315014
1,0.5412244897959184,0.1369014465645883,0.9167870877365558
2,0.6228571428571429,0.11450062437876692,0.9871179326315014
3,0.4563265306122449,0.11450062437876692,0.9871179326315014
4,0.4514285714285714,0.11450062437876692,0.9871179326315014
5,0.516734693877551,0.11450062437876692,0.9871179326315014
6,0.5248979591836734,0.11450062437876692,0.9871179326315014
7,0.5053061224489795,0.11450062437876692,0.9871179326315014
8,0.5526530612244898,0.11480694380537296,0.9875673652326639
9,0.5624489795918367,0.11450062437876692,0.9871179326315014
