Run,Kendall Tau,NDKL,Average Exposure
0,0.6228571428571429,0.14534057361608996,0.8164843325415029
1,0.6783673469387755,0.1133844569921957,0.8081225266817657
2,0.676734693877551,0.13932148547447104,0.8499941846189619
3,0.923265306122449,0.23805064275436622,0.6857821997520296
4,0.843265306122449,0.18682079290411605,0.7263169783673297
5,0.7926530612244898,0.223503748980767,0.7274548231366126
6,0.8106122448979591,0.09737520323561248,0.8185605480980023
7,0.8791836734693877,0.14187997687508339,0.7577126416575504
8,0.6636734693877551,0.0999370546214605,0.8763033887189784
9,0.8481632653061224,0.16367525833262841,0.7584684190369586
